community
"['2362', '30008']"
"['9230', '6641', '9230']"
"['48904', '25273', '52953']"
"['37482', '6323', '19148']"
"['23433', '4689', '20112']"
"['29249', '22063', '53807']"
"['48045', '29139', '28788']"
"['38215', '33964', '1513']"
"['38838', '24686', '46168']"
"['15688', '7144', '53406']"
"['25067', '19860', '36410']"
"['44727', '29053', '47980']"
"['37933', '7778', '1276']"
"['42188', '35627', '5320']"
"['52139', '23179', '25827']"
"['47973', '42872', '42872']"
"['51186', '26346', '43001']"
"['49397', '20206', '5109']"
"['56460', '30957', '1566']"
"['9599', '9316', '50854']"
"['49076', '47005', '3371']"
"['54866', '39532', '49005']"
"['16172', '11818', '50058']"
"['45980', '40711', '58171']"
"['9138', '4348', '43678']"
"['12350', '7926', '38937']"
"['54247', '3729', '23589']"
"['20180', '16774', '37942']"
"['18930', '6803', '2967']"
"['30732', '21696', '10566']"
"['47393', '6837', '8245']"
"['33351', '5579', '34053']"
"['41488', '37011', '4406']"
"['36277', '7011', '13019']"
"['43075', '22376', '47197']"
"['52306', '14716', '54489']"
"['29072', '2801', '24594']"
"['57360', '56761', '20294']"
"['43249', '40357', '57691']"
"['32429', '4302', '43604']"
"['57015', '32419', '51218']"
"['24701', '21279', '10414']"
"['41694', '9178', '54552']"
"['18755', '9073', '22133']"
"['33505', '31625', '33505']"
"['49364', '41269', '26521']"
"['50298', '16234', '32278']"
"['26299', '19672', '19672']"
"['33679', '28752', '23095']"
"['52259', '14700', '10905']"
"['41431', '25481', '30844']"
"['19407', '15', '15']"
"['15150', '10233', '43653']"
"['52867', '10512', '40092']"
"['29003', '16778', '28379']"
"['33588', '1865', '35359']"
"['32986', '16367', '40666']"
"['47446', '43188', '54416']"
"['57034', '14562', '7718']"
"['34947', '22204', '11594']"
"['10207', '7975', '37775']"
"['57360', '20294', '32723']"
"['15891', '12860', '7961']"
"['41129', '19725', '17814']"
"['36016', '35747', '32331']"
"['41789', '39290', '57741']"
"['43841', '9117', '12678']"
"['24762', '4576', '7331']"
"['27541', '15920', '28539']"
"['46236', '9510', '54343']"
"['53195', '14197', '40115']"
"['55157', '2044', '2044']"
"['30842', '16752', '36753']"
"['58016', '53467', '16538']"
"['52685', '48595', '50996']"
"['57400', '19629', '48795']"
"['35981', '27199', '20504']"
"['54839', '21070', '15876']"
"['53558', '19802', '35739']"
"['37380', '32416', '32416']"
"['45999', '492', '13180']"
"['36503', '17738', '41436']"
"['43153', '1248', '1248']"
"['7580', '5947', '7580']"
"['57360', '19324', '10936']"
"['24765', '7644', '53981']"
"['58422', '31561', '26324']"
"['49135', '83', '54769']"
"['58165', '57083', '48821']"
"['24324', '14131', '38510']"
"['35315', '31976', '35058']"
"['42207', '21223', '58329']"
"['58535', '23218', '15767']"
"['41848', '20174', '11686']"
"['52221', '6349', '33563']"
"['5290', '4537', '5467']"
"['42146', '29585', '39642']"
"['35404', '3995', '51761']"
"['53034', '1631', '4100']"
"['43461', '13622', '48582']"
"['38515', '9700', '49686']"
"['48558', '63', '52677']"
"['32327', '1781', '10659']"
"['11790', '4326', '22438']"
"['47961', '39757', '39757']"
"['21755', '14761', '56946']"
"['32285', '2467', '2467']"
"['52146', '19991', '56366']"
"['36559', '23178', '45091']"
"['45153', '33234', '56527']"
"['15049', '11370', '53691']"
"['57609', '25375', '46726']"
"['33246', '25123', '14454']"
"['22825', '5861', '24885']"
"['51181', '28335', '9767']"
"['4152', '1589', '6273']"
"['30123', '14809', '10425']"
"['17368', '15016', '33398']"
"['36924', '35908', '41663']"
"['39421', '16682', '22106']"
"['54584', '9452', '49378']"
"['38861', '22064', '50177']"
"['19206', '9904', '44065']"
"['35559', '6673', '45304']"
"['48669', '20564', '48669']"
"['54735', '52118', '41943']"
"['15019', '5440', '1189']"
"['45329', '14161', '15758']"
"['33932', '6543', '13184']"
"['41909', '1862', '58408']"
"['44094', '22382', '9437']"
"['44088', '6015', '6015']"
"['54486', '38398', '38608']"
"['31296', '18352', '44685']"
"['27310', '27235', '28242']"
"['52892', '5341', '50791']"
"['31494', '2928', '9269']"
"['35108', '29175', '41402']"
"['44256', '34988', '34988']"
"['55733', '15522', '1364']"
"['52246', '28381', '33955']"
"['37497', '17275', '53785']"
"['49219', '1535', '53573']"
"['14741', '465', '5626']"
"['42142', '34218', '42864']"
"['45158', '27486', '32429']"
"['38007', '11813', '1751']"
"['11634', '3941', '18504']"
"['54623', '20104', '4314']"
"['10437', '529', '19716']"
"['35945', '21328', '42595']"
"['51532', '6137', '46654']"
"['57277', '27488', '4522']"
"['51325', '2502', '15072']"
"['4191', '3185', '16792']"
"['54414', '17038', '17038']"
"['53600', '17707', '55272']"
"['38643', '3332', '38972']"
"['39118', '15700', '24606']"
"['37528', '25704', '34540']"
"['41589', '3263', '28253']"
"['54024', '53171', '25563']"
"['43622', '24947', '1169']"
"['55269', '48100', '47270']"
"['45467', '12320', '12320']"
"['19554', '15814', '4214']"
"['26038', '17486', '17486']"
"['13255', '3432', '28208']"
"['37646', '9558', '18382']"
"['47938', '9832', '55422']"
"['52962', '38868', '49869']"
"['16260', '12611', '54427']"
"['58464', '31574', '56965']"
"['46211', '23006', '39085']"
"['34719', '3543', '42711']"
"['37947', '26669', '45391']"
"['35471', '34665', '7599']"
"['26779', '7297', '1652']"
"['38621', '16138', '16138']"
"['49402', '45812', '31099']"
"['48815', '48674', '53960']"
"['35497', '10671', '6607']"
"['29170', '7035', '46402']"
"['27391', '21904', '16592']"
"['48141', '26665', '26665']"
"['42909', '17637', '55507']"
"['1561', '794', '12897']"
"['33202', '26553', '39861']"
"['54056', '11975', '35887']"
"['36447', '4938', '47339']"
"['39870', '5875', '5898']"
"['50901', '20862', '20862']"
"['53725', '29188', '17589']"
"['51576', '11996', '24454']"
"['17707', '7181', '24615']"
"['43122', '37197', '37197']"
"['45833', '8046', '57774']"
"['49730', '31155', '49730']"
"['22905', '7152', '22905']"
"['44204', '10930', '49756']"
"['11232', '2573', '17492']"
"['42927', '21281', '21281']"
"['50238', '18240', '14139']"
"['8141', '3824', '24897']"
"['40163', '12198', '9861']"
"['40183', '21722', '4368']"
"['35063', '28273', '16890']"
"['49295', '40927', '24548']"
"['33811', '26094', '38328']"
"['43323', '34680', '13561']"
"['35053', '20754', '9049']"
"['33350', '3572', '17442']"
"['53572', '44207', '44207']"
"['21434', '8993', '7826']"
"['23092', '11021', '27815']"
"['52258', '29328', '17381']"
"['48048', '20943', '46906']"
"['37779', '6771', '37779']"
"['19295', '10239', '10239']"
"['48352', '20878', '24933']"
"['20889', '5992', '38309']"
"['51891', '32139', '57436']"
"['58037', '27661', '9597']"
"['52726', '15894', '37760']"
"['56058', '14840', '7527']"
"['55393', '9261', '851']"
"['19356', '10316', '22367']"
"['44298', '28343', '44298']"
"['31179', '10239', '32830']"
"['49768', '40026', '32706']"
"['35480', '16372', '8652']"
"['35877', '21027', '14296']"
"['55467', '6786', '6786']"
"['37589', '19808', '19667']"
"['38584', '22031', '40368']"
"['40209', '39896', '12097']"
"['20705', '19279', '28321']"
"['19241', '12751', '15790']"
"['55635', '29664', '13864']"
"['22321', '14723', '839']"
"['56043', '27572', '41463']"
"['54916', '6704', '23579']"
"['36240', '16062', '42505']"
"['38224', '9741', '1200']"
"['46239', '10808', '15385']"
"['48964', '16514', '43948']"
"['36063', '2018', '34435']"
"['50913', '35242', '31577']"
"['54587', '43190', '41674']"
"['28652', '18099', '22727']"
"['55301', '1097', '56539']"
"['15564', '3777', '17014']"
"['47241', '21836', '35303']"
"['48128', '42171', '6945']"
"['48164', '12320', '14065']"
"['48219', '28294', '16416']"
"['44765', '35431', '51753']"
"['32593', '18345', '32117']"
"['56578', '45167', '56578']"
"['53022', '34844', '40469']"
"['55188', '37750', '27102']"
"['49316', '44863', '19771']"
"['49009', '5851', '55505']"
"['14606', '5514', '14606']"
"['56761', '10165', '36317']"
"['22711', '13589', '19617']"
"['36764', '867', '36764']"
"['54582', '21965', '32937']"
"['28106', '19059', '40379']"
"['30943', '2496', '23830']"
"['47285', '1643', '42920']"
"['19610', '18145', '12179']"
"['23444', '4330', '40885']"
"['47334', '33982', '47661']"
"['54660', '35527', '10205']"
"['45043', '25084', '26556']"
"['40933', '40432', '55244']"
"['53396', '40225', '42612']"
"['43081', '32835', '16592']"
"['25793', '9860', '23489']"
"['28411', '62', '39716']"
"['51198', '42195', '46323']"
"['34744', '11208', '11208']"
"['50800', '44583', '37391']"
"['53436', '31187', '18278']"
"['45901', '3340', '53901']"
"['55653', '41881', '46237']"
"['39378', '9030', '44409']"
"['31140', '22894', '44265']"
"['28330', '12470', '27884']"
"['21225', '2035', '54457']"
"['13685', '3188', '40253']"
"['58450', '20003', '9782']"
"['13120', '10023', '13120']"
"['32842', '25037', '37242']"
"['54138', '47859', '29725']"
"['1814', '415', '29846']"
"['56823', '16737', '2496']"
"['58081', '8906', '35862']"
"['18921', '4213', '3491']"
"['46277', '1347', '40815']"
"['41112', '38514', '9676']"
"['56489', '13103', '25296']"
"['39988', '409', '55924']"
"['51556', '27323', '57590']"
"['48420', '2705', '6234']"
"['48966', '30251', '53135']"
"['54776', '37204', '44120']"
"['54105', '29125', '38951']"
"['47682', '38532', '26452']"
"['15382', '13676', '15382']"
"['54874', '8232', '10520']"
"['54071', '31329', '8935']"
"['27209', '4900', '37934']"
"['26066', '22165', '58027']"
"['12453', '90', '45265']"
"['37192', '32560', '2302']"
"['49285', '6985', '28007']"
"['54027', '32558', '50742']"
"['37499', '33806', '36177']"
"['53624', '25570', '35826']"
"['46925', '26669', '22114']"
"['19672', '2371', '102']"
"['17060', '7082', '35617']"
"['36424', '3589', '1620']"
"['32256', '22517', '25012']"
"['12382', '3269', '41233']"
"['50027', '39932', '33158']"
"['49052', '30424', '45079']"
"['50611', '41360', '15041']"
"['48678', '4592', '48678']"
"['47811', '37760', '4995']"
"['15563', '6804', '20682']"
"['48334', '789', '31869']"
"['48784', '10710', '48784']"
"['4845', '1569', '53859']"
"['25643', '18376', '5084']"
"['40222', '21617', '27547']"
"['29396', '8132', '29178']"
"['18935', '15594', '52695']"
"['44866', '12919', '12919']"
"['48712', '8115', '8115']"
"['46180', '10832', '11512']"
"['36628', '12847', '11450']"
"['25984', '6199', '12530']"
"['52611', '29856', '46497']"
"['10352', '7949', '34230']"
"['25114', '22600', '52313']"
"['44847', '12715', '15420']"
"['39891', '11917', '13707']"
"['46957', '1892', '13370']"
"['46441', '23538', '23538']"
"['38688', '12090', '3335']"
"['36298', '32905', '32631']"
"['41284', '3430', '26572']"
"['37979', '18665', '55278']"
"['53880', '20069', '20069']"
"['49495', '43407', '3484']"
"['21734', '19146', '46741']"
"['17776', '4305', '34714']"
"['30861', '28425', '32158']"
"['50997', '38313', '40428']"
"['38826', '19142', '38826']"
"['24806', '22598', '25965']"
"['47044', '17266', '33215']"
"['38290', '15936', '941']"
"['32165', '1347', '40815']"
"['53319', '48090', '28991']"
"['48354', '8130', '1493']"
"['28430', '11558', '45337']"
"['40430', '12722', '44822']"
"['32306', '175', '12382']"
"['11634', '9315', '37439']"
"['56870', '43941', '56001']"
"['52742', '17844', '18123']"
"['15238', '2635', '29593']"
"['47855', '35435', '35435']"
"['55939', '6801', '13866']"
"['42262', '26130', '53584']"
"['56318', '23739', '10151']"
"['46884', '19351', '45490']"
"['38091', '21318', '2732']"
"['46469', '34750', '39994']"
"['32767', '20344', '46553']"
"['56843', '42643', '58122']"
"['45960', '8963', '19113']"
"['28442', '620', '31187']"
"['26789', '19365', '8610']"
"['44506', '36642', '30007']"
"['41274', '5357', '25988']"
"['17171', '3739', '39533']"
"['10593', '931', '4979']"
"['34296', '6276', '55041']"
"['28409', '10516', '5859']"
"['36238', '20080', '17329']"
"['50028', '28818', '2616']"
"['51632', '416', '52221']"
"['50435', '36900', '57172']"
"['12584', '7587', '4998']"
"['22204', '10796', '10220']"
"['48981', '3615', '3615']"
"['48785', '4522', '55106']"
"['39661', '12242', '20733']"
"['16023', '12071', '57820']"
"['54299', '31493', '51262']"
"['20031', '12870', '20031']"
"['18617', '18359', '25747']"
"['45312', '31644', '54482']"
"['52590', '30937', '6115']"
"['19608', '7009', '23836']"
"['25206', '11471', '1018']"
"['54497', '34652', '54497']"
"['47377', '7621', '41068']"
"['44916', '28321', '22968']"
"['52128', '32881', '52128']"
"['30857', '26009', '3401']"
"['35215', '24373', '22741']"
"['35679', '32053', '28372']"
"['16535', '9286', '16535']"
"['31072', '26818', '43572']"
"['35138', '21562', '44466']"
"['34671', '7583', '29489']"
"['44807', '7406', '29005']"
"['14359', '6204', '31652']"
"['46180', '6764', '1226']"
"['26444', '12460', '9599']"
"['16707', '9717', '16707']"
"['52908', '28873', '40712']"
"['54765', '51914', '23636']"
"['55515', '23529', '41978']"
"['42574', '39189', '34334']"
"['52828', '316', '36237']"
"['41356', '3059', '21026']"
"['38371', '3716', '12270']"
"['37534', '4979', '22025']"
"['37797', '36698', '22150']"
"['57123', '23045', '23045']"
"['45362', '21108', '43568']"
"['54167', '9315', '11558']"
"['32678', '18851', '51640']"
"['37903', '1458', '19897']"
"['31458', '30329', '42886']"
"['51288', '35297', '25416']"
"['34204', '6371', '38621']"
"['26706', '14408', '13639']"
"['34685', '25673', '38173']"
"['27172', '8571', '36636']"
"['44590', '13799', '54705']"
"['34017', '11298', '48594']"
"['5786', '5123', '879']"
"['38561', '19504', '22638']"
"['44878', '43037', '26155']"
"['54539', '24005', '48600']"
"['50671', '43026', '11204']"
"['44294', '39743', '21303']"
"['10539', '1502', '8941']"
"['18879', '12478', '24545']"
"['12189', '9327', '51863']"
"['58521', '7504', '38269']"
"['57579', '43436', '31259']"
"['2313', '2215', '3186']"
"['54740', '13277', '28991']"
"['20006', '8711', '21610']"
"['46158', '498', '40525']"
"['32881', '26239', '58147']"
"['23339', '3755', '35508']"
"['23755', '10329', '43288']"
"['41231', '40952', '41231']"
"['42750', '23888', '10140']"
"['26304', '13731', '35403']"
"['51640', '36552', '51640']"
"['54534', '18743', '43742']"
"['11585', '1150', '38535']"
"['51895', '39601', '35576']"
"['56522', '52930', '16625']"
"['19167', '16543', '8320']"
"['41633', '3805', '19862']"
"['24394', '6412', '15961']"
"['48328', '39851', '26820']"
"['44272', '17913', '34136']"
"['18311', '11341', '49708']"
"['40884', '29208', '15136']"
"['51312', '33639', '23257']"
"['56784', '8320', '127']"
"['38057', '37922', '50945']"
"['48629', '34647', '55501']"
"['38491', '37177', '34616']"
"['17067', '253', '253']"
"['48463', '20526', '48712']"
"['55935', '48982', '42774']"
"['47117', '1327', '1327']"
"['29312', '10459', '10459']"
"['22416', '73', '44242']"
"['53573', '24735', '44409']"
"['38449', '37382', '24306']"
"['37014', '14360', '18783']"
"['20972', '4873', '22832']"
"['22437', '12662', '16506']"
"['31754', '21513', '47473']"
"['55174', '30325', '6853']"
"['22235', '17387', '8453']"
"['24110', '2859', '47063']"
"['38869', '16644', '57201']"
"['38245', '27258', '3797']"
"['27612', '8622', '9833']"
"['24243', '20943', '1704']"
"['45494', '39960', '21368']"
"['45111', '40121', '51087']"
"['32480', '28860', '41483']"
"['27716', '584', '46838']"
"['38764', '6328', '28088']"
"['50093', '42641', '51904']"
"['39933', '6110', '41330']"
"['29044', '16936', '18869']"
"['31791', '30035', '3830']"
"['30956', '6265', '13452']"
"['36767', '17296', '57626']"
"['45926', '1055', '49953']"
"['50712', '18346', '38537']"
"['38563', '4005', '56508']"
"['46445', '19655', '45261']"
"['55481', '1631', '14372']"
"['6688', '1657', '6688']"
"['32703', '28220', '26600']"
"['49259', '5561', '8436']"
"['29766', '27950', '15334']"
"['38304', '37388', '50296']"
"['46330', '6264', '53965']"
"['30424', '23428', '49052']"
"['24135', '13851', '4051']"
"['43891', '2743', '2365']"
"['51137', '38320', '5604']"
"['39171', '32641', '16480']"
"['47295', '24891', '39493']"
"['49451', '7991', '19620']"
"['31335', '8273', '34553']"
"['47084', '35373', '50598']"
"['50832', '5349', '19904']"
"['40053', '19114', '47152']"
"['48347', '21818', '4265']"
"['25926', '13977', '31758']"
"['52596', '43200', '22316']"
"['43699', '30963', '7545']"
"['49774', '18051', '10153']"
"['20400', '9087', '17974']"
"['57425', '17403', '44255']"
"['25001', '11329', '49372']"
"['54713', '39837', '20741']"
"['37271', '4163', '33667']"
"['49066', '29344', '58422']"
"['21311', '12061', '56885']"
"['26150', '20349', '24897']"
"['44091', '10745', '29360']"
"['42763', '41187', '41187']"
"['25320', '7982', '8928']"
"['58446', '39961', '47415']"
"['17063', '1301', '6590']"
"['11142', '4587', '2163']"
"['28678', '13905', '15955']"
"['44743', '6389', '51932']"
"['12969', '817', '19667']"
"['49252', '40634', '46294']"
"['47256', '36846', '24020']"
"['25892', '2173', '2173']"
"['24314', '77', '5973']"
"['19321', '314', '9256']"
"['35570', '10815', '15533']"
"['18513', '3689', '21802']"
"['35189', '12289', '4218']"
"['42920', '5625', '8470']"
"['38126', '10070', '50686']"
"['53426', '37979', '55970']"
"['56021', '10198', '41696']"
"['39617', '3179', '26489']"
"['40661', '32868', '43204']"
"['12567', '10710', '36109']"
"['49722', '30834', '56955']"
"['9754', '1754', '15542']"
"['40283', '11538', '17331']"
"['39224', '30863', '47697']"
"['32041', '18394', '8003']"
"['25889', '20727', '43363']"
"['55430', '47842', '37246']"
"['14923', '4013', '51144']"
"['42960', '18659', '21575']"
"['23818', '12043', '27067']"
"['55074', '7309', '50098']"
"['52761', '41988', '37831']"
"['13764', '3910', '9578']"
"['29154', '16357', '13597']"
"['38738', '36868', '6114']"
"['49675', '15021', '35300']"
"['23002', '22861', '32999']"
"['51417', '21187', '45409']"
"['26400', '11160', '27471']"
"['39731', '30086', '49475']"
"['16395', '11705', '5433']"
"['39779', '3688', '19608']"
"['38248', '8800', '30399']"
"['58567', '3521', '5347']"
"['57396', '28601', '52715']"
"['21841', '3211', '12602']"
"['33191', '5752', '53665']"
"['43337', '20049', '35953']"
"['9017', '8438', '50346']"
"['37569', '2555', '45937']"
"['14925', '638', '7291']"
"['27155', '2721', '27155']"
"['53544', '22733', '37691']"
"['31705', '21992', '21282']"
"['27961', '23866', '32068']"
"['53466', '45485', '35051']"
"['35913', '9773', '15387']"
"['31272', '15929', '10659']"
"['16986', '8486', '50494']"
"['48651', '27156', '41146']"
"['56136', '23616', '52027']"
"['37519', '4121', '4121']"
"['49657', '19575', '26911']"
"['28929', '10399', '55719']"
"['53557', '42645', '19342']"
"['13491', '8072', '17607']"
"['46045', '37831', '44320']"
"['48742', '34585', '11711']"
"['48580', '23173', '48070']"
"['39246', '19013', '31579']"
"['49771', '47668', '45366']"
"['46240', '30796', '10161']"
"['55283', '48712', '27898']"
"['55063', '42461', '25321']"
"['12632', '9783', '35169']"
"['25850', '1733', '13422']"
"['57986', '30019', '35797']"
"['45142', '2530', '34929']"
"['46598', '6980', '48576']"
"['53055', '11133', '49958']"
"['49884', '26709', '17974']"
"['49186', '36507', '39612']"
"['42760', '41252', '36755']"
"['53691', '15049', '2036']"
"['58363', '18741', '52785']"
"['39218', '21808', '49420']"
"['32979', '21344', '15174']"
"['53827', '50269', '45117']"
"['37445', '29318', '20786']"
"['32814', '16504', '40034']"
"['40069', '27395', '13480']"
"['47139', '17760', '24386']"
"['21789', '7623', '34765']"
"['57545', '884', '56548']"
"['24155', '22631', '42022']"
"['36411', '32618', '53470']"
"['50506', '15433', '51635']"
"['22145', '19438', '46156']"
"['44114', '8475', '29809']"
"['42855', '26091', '49682']"
"['46042', '8437', '15476']"
"['42040', '34175', '28717']"
"['50000', '18601', '40683']"
"['23586', '18586', '28444']"
"['38038', '7726', '23395']"
"['29619', '8918', '7095']"
"['57871', '50843', '596']"
"['40735', '32325', '39331']"
"['49488', '1199', '57829']"
"['24386', '11463', '50000']"
"['50553', '38888', '15731']"
"['50761', '6532', '30049']"
"['41484', '4591', '47237']"
"['52402', '18032', '18032']"
"['57303', '38550', '11993']"
"['26257', '15992', '15992']"
"['52782', '25976', '53503']"
"['55731', '53302', '6265']"
"['52716', '24874', '32294']"
"['14334', '13672', '13672']"
"['55817', '17768', '36542']"
"['35643', '10444', '10444']"
"['39036', '20848', '27786']"
"['58585', '5231', '23343']"
"['15253', '12385', '35217']"
"['53475', '5176', '11916']"
"['28786', '15848', '38603']"
"['32047', '11122', '897']"
"['6729', '1994', '6729']"
"['56998', '19857', '5079']"
"['33933', '5774', '55653']"
"['32499', '30529', '7909']"
"['51047', '21202', '26561']"
"['53674', '49665', '50856']"
"['33536', '14189', '46360']"
"['53687', '51840', '11192']"
"['53084', '41661', '23601']"
"['58285', '47211', '29350']"
"['47878', '16568', '10583']"
"['36453', '25590', '52249']"
"['56909', '14984', '14984']"
"['37513', '1197', '8959']"
"['41192', '35823', '41192']"
"['27443', '16078', '53008']"
"['51012', '12530', '38472']"
"['55066', '12796', '11027']"
"['50107', '31047', '31047']"
"['17853', '7633', '1419']"
"['48708', '1312', '1312']"
"['56093', '49405', '44839']"
"['48072', '3445', '14167']"
"['49193', '31575', '4687']"
"['38719', '5185', '44218']"
"['58465', '6278', '13818']"
"['17665', '4885', '2066']"
"['54049', '4483', '24342']"
"['51258', '23864', '24300']"
"['52018', '31382', '51859']"
"['45923', '21841', '12378']"
"['30434', '18576', '44572']"
"['58391', '30263', '11177']"
"['46297', '2687', '16592']"
"['55909', '31517', '43094']"
"['45346', '1411', '11643']"
"['7423', '5539', '58288']"
"['55105', '185', '56209']"
"['57835', '3618', '23086']"
"['58255', '54851', '54032']"
"['45988', '3918', '37611']"
"['43777', '5233', '44095']"
"['24235', '18599', '18605']"
"['36110', '9429', '52384']"
"['50666', '13331', '18091']"
"['53234', '13497', '7574']"
"['55872', '51530', '44527']"
"['46409', '9056', '47233']"
"['25709', '24763', '48405']"
"['43261', '12515', '49629']"
"['51038', '37400', '5880']"
"['53348', '52868', '50766']"
"['35887', '19189', '17435']"
"['51730', '24280', '5710']"
"['45815', '41155', '52234']"
"['52102', '33913', '13913']"
"['50375', '1851', '50375']"
"['56055', '46159', '46480']"
"['45655', '35084', '35084']"
"['17756', '8751', '17756']"
"['58135', '3391', '11075']"
"['12353', '278', '26447']"
"['28479', '15733', '48678']"
"['6464', '917', '40357']"
"['50851', '49540', '49540']"
"['46412', '5210', '4323']"
"['37807', '32084', '48240']"
"['16065', '88', '50249']"
"['29706', '24770', '54066']"
"['56508', '5334', '35985']"
"['30474', '24009', '56276']"
"['47243', '37543', '50629']"
"['47859', '46327', '36141']"
"['36762', '33968', '14879']"
"['7967', '6293', '47037']"
"['55763', '31966', '3865']"
"['20678', '20595', '12548']"
"['26370', '12563', '13170']"
"['38679', '14281', '40134']"
"['55391', '32165', '43806']"
"['12548', '9798', '52716']"
"['57718', '38747', '44661']"
"['28434', '724', '47043']"
"['32636', '13871', '52307']"
"['39617', '4144', '48543']"
"['55116', '29353', '44762']"
"['58430', '37242', '38490']"
"['43066', '18804', '39882']"
"['48555', '4485', '25648']"
"['51264', '17065', '42008']"
"['47446', '11193', '11193']"
"['12406', '8169', '33196']"
"['34163', '5444', '32298']"
"['38578', '30634', '52768']"
"['26610', '19838', '43054']"
"['45166', '1619', '37708']"
"['46621', '42947', '861']"
"['49307', '12466', '40952']"
"['49704', '46385', '41219']"
"['57094', '5653', '44225']"
"['56035', '53429', '37870']"
"['51497', '29800', '8404']"
"['56033', '16663', '55245']"
"['57900', '9761', '9761']"
"['52653', '4621', '35826']"
"['28154', '4031', '28672']"
"['52364', '36237', '3989']"
"['37857', '20626', '3630']"
"['10367', '3156', '25099']"
"['30377', '16987', '127']"
"['51412', '35897', '33637']"
"['41655', '17720', '24725']"
"['8004', '4189', '19909']"
"['37835', '12871', '36056']"
"['6708', '1088', '49114']"
"['57731', '7280', '41994']"
"['51059', '39349', '41271']"
"['19143', '15416', '15416']"
"['35433', '32140', '46970']"
"['34229', '19740', '3856']"
"['49925', '49149', '12729']"
"['24034', '14908', '4626']"
"['45966', '27741', '57147']"
"['17053', '6043', '49831']"
"['53086', '29742', '29742']"
"['49059', '15237', '24576']"
"['47063', '41443', '42671']"
"['57861', '5729', '50555']"
"['52874', '11776', '7082']"
"['29208', '16480', '10055']"
"['30419', '6477', '35994']"
"['40023', '22944', '39961']"
"['36262', '35767', '56095']"
"['57700', '44100', '49063']"
"['46064', '33547', '35877']"
"['53843', '44274', '3963']"
"['35564', '25127', '31350']"
"['23070', '13718', '13718']"
"['42072', '24662', '18575']"
"['5014', '1234', '26504']"
"['42274', '22674', '22674']"
"['51517', '5588', '29914']"
"['53320', '38548', '24126']"
"['48698', '35007', '43823']"
"['21642', '1111', '46733']"
"['52354', '47100', '51106']"
"['12241', '332', '41682']"
"['56565', '37027', '32491']"
"['32945', '14806', '16458']"
"['39988', '32892', '12048']"
"['52782', '9382', '33849']"
"['41590', '32218', '20832']"
"['7266', '4284', '51250']"
"['41864', '10014', '57646']"
"['55037', '2788', '31399']"
"['55704', '48363', '16030']"
"['39525', '26804', '19847']"
"['52163', '11122', '16793']"
"['44480', '19403', '58102']"
"['54129', '40093', '45452']"
"['34502', '32100', '34502']"
"['31993', '2940', '26924']"
"['55194', '18457', '45018']"
"['44101', '7491', '44101']"
"['47845', '46935', '57665']"
"['51019', '5637', '25041']"
"['54168', '31772', '28907']"
"['45168', '44354', '52570']"
"['38966', '19123', '4394']"
"['28280', '26436', '28280']"
"['9049', '1668', '7064']"
"['22993', '3097', '892']"
"['33313', '214', '37715']"
"['45796', '5602', '35820']"
"['47423', '21350', '6637']"
"['24835', '14702', '29585']"
"['52165', '2569', '5798']"
"['28877', '21775', '2789']"
"['51198', '15159', '55063']"
"['45471', '4896', '2780']"
"['35104', '22317', '35104']"
"['31226', '22337', '44095']"
"['52999', '1211', '34087']"
"['50641', '47279', '27399']"
"['30747', '11011', '2033']"
"['22423', '20030', '10801']"
"['37288', '26010', '26010']"
"['23230', '22657', '8022']"
"['11933', '3720', '3546']"
"['19211', '17697', '18758']"
"['46862', '14704', '41872']"
"['50318', '23253', '21355']"
"['36116', '15362', '48634']"
"['30325', '26943', '26943']"
"['14120', '2815', '26539']"
"['56486', '35015', '35015']"
"['53178', '8956', '22754']"
"['32318', '7249', '26847']"
"['58583', '32842', '54169']"
"['52616', '19780', '4314']"
"['14840', '6926', '32370']"
"['42931', '26290', '52351']"
"['49955', '19382', '6845']"
"['46625', '18897', '51548']"
"['38615', '28312', '46066']"
"['58189', '42906', '49231']"
"['30512', '18475', '30512']"
"['22908', '3841', '8176']"
"['56248', '11361', '11219']"
"['46998', '26114', '46998']"
"['29479', '6961', '55039']"
"['54915', '40337', '13777']"
"['36907', '3694', '23596']"
"['57302', '32725', '51839']"
"['48361', '15421', '13540']"
"['48052', '41477', '44831']"
"['56625', '15925', '52625']"
"['23712', '13977', '25926']"
"['57799', '44403', '46185']"
"['51171', '18756', '9585']"
"['55515', '31651', '43318']"
"['14163', '489', '40054']"
"['56301', '48917', '23715']"
"['54797', '29446', '2993']"
"['56023', '25', '52309']"
"['10735', '7540', '21975']"
"['33163', '29833', '36030']"
"['32461', '14782', '24151']"
"['56018', '21697', '24211']"
"['24511', '4354', '13888']"
"['39943', '38519', '39943']"
"['40456', '32344', '20668']"
"['14453', '9466', '1094']"
"['18932', '5206', '36032']"
"['41760', '30666', '9986']"
"['29921', '26523', '54948']"
"['30498', '26241', '30498']"
"['35392', '4336', '8133']"
"['40057', '35340', '21546']"
"['53306', '48391', '48391']"
"['25698', '17985', '56872']"
"['57587', '43146', '56921']"
"['55409', '53875', '12084']"
"['42747', '392', '49358']"
"['33040', '12179', '34057']"
"['57448', '37382', '6196']"
"['17368', '15836', '48481']"
"['34144', '26496', '13732']"
"['22457', '21895', '23960']"
"['20500', '2370', '52802']"
"['25384', '15336', '2013']"
"['46028', '33191', '32484']"
