node1,node2
41721,"['26492', '19241', '8598', '437']"
41722,"['35242', '31577', '32509', '10652']"
41723,['10514']
41724,"['20934', '37869', '10994', '21664', '9357', '37963']"
41726,"['8498', '29683', '6790']"
41727,['20510']
41728,"['36415', '34599', '35838', '23273', '29172', '39515', '15845']"
41729,"['14144', '8977', '31983', '32900', '20196']"
41730,"['29427', '1115', '28662', '7137']"
41732,"['3988', '38302', '26801', '34919', '5717', '26301']"
41733,"['38634', '36654', '11098', '2997', '16083', '22716']"
41734,"['40589', '14460', '24632', '25617', '17033', '2932']"
41735,['20994']
41736,"['4018', '15143', '40546', '11908']"
41737,['30837']
41738,"['19693', '35043', '31345', '29669', '38534']"
41739,"['18991', '26423', '6467', '19139', '33869', '65', '26073']"
41740,"['39311', '8127', '27661', '12642']"
41741,"['7961', '19111', '28982', '2298']"
41742,"['24586', '38250', '18422', '31827', '856', '7452', '28910', '8036']"
41743,"['130', '16336']"
41745,"['31892', '12338']"
41747,"['1131', '37385', '33533', '19150', '32486', '11607']"
41748,"['40686', '1814', '15575']"
41750,"['39733', '3761', '40980', '5260', '32960', '31103']"
41751,"['24791', '35507', '18718']"
41752,"['7944', '37875']"
41753,"['30474', '25967']"
41755,"['22905', '35415', '17067', '25296', '22130', '8000']"
41756,"['24414', '24751', '16938']"
41757,"['20624', '2541', '9317', '41383', '20457', '19279', '26693', '7832']"
41759,"['21354', '20959']"
41760,"['9284', '5245']"
41761,"['7025', '29816']"
41762,"['4046', '13164']"
41763,['2638']
41764,"['30182', '12113', '30177']"
41765,['2782']
41767,"['39895', '39360', '23064', '30187', '12359', '31471', '12139', '23952']"
41768,"['25115', '22412', '26294', '27736', '35345', '37261']"
41769,"['35010', '38670', '27359']"
41770,"['6014', '9981', '32661', '9827', '41466']"
41771,"['24015', '18429', '40120', '37574', '36261', '31428', '10572']"
41772,"['28972', '36852', '28678']"
41774,"['39204', '16563', '10023', '37812']"
41775,"['3924', '34038', '27780', '41449', '20421', '28954', '33763', '33345']"
41777,"['1359', '6459', '23129']"
41778,"['34019', '23951', '26490']"
41779,"['36482', '11950', '23866', '2566', '16406']"
41780,"['27542', '25073']"
41781,"['24759', '28742', '9783', '6972']"
41782,"['8848', '31709']"
41783,"['11620', '30489', '25335', '15363', '19204', '2312']"
41785,"['3022', '21199']"
41786,"['7735', '14185']"
41787,"['5533', '30174']"
41789,"['13657', '24348', '27809', '38721']"
41791,"['7104', '3813', '40658', '9267', '21335']"
41792,"['10808', '30402', '15752', '10698', '32078', '7266', '41033']"
41793,"['39851', '8900', '39531']"
41794,"['14447', '5178', '32313', '15340', '26853', '20255', '10209', '30390']"
41795,"['22825', '114']"
41796,"['12259', '5381', '31076', '31567', '10170', '14769']"
41797,"['26199', '25182', '18126']"
41799,"['8624', '19532', '24750', '14971', '4586']"
41800,"['11764', '14963']"
41801,"['16858', '9884', '8356', '35163', '14884', '23515', '20617', '22524', '18716']"
41802,"['6521', '17378', '9761', '11792']"
41803,"['36252', '32699', '6036']"
41804,"['25986', '16547', '24704', '39777']"
41805,"['165', '16531', '39685', '20273', '16429', '39899', '6400', '37188']"
41806,['28930']
41807,"['28197', '41611', '7268', '8908', '33205']"
41808,"['25694', '37467', '15981']"
41809,"['20317', '28445', '6989', '24229']"
41810,"['36138', '24726', '6998', '11455']"
41811,"['8119', '22504']"
41812,"['41599', '30265', '7420', '38329']"
41813,"['13441', '24511', '14101', '28363', '30818', '20349', '187']"
41814,"['15438', '33837', '37818', '35613', '40294']"
41815,"['20278', '7135', '35609']"
41816,"['8029', '27774', '22519', '16938', '23542', '39006']"
41818,"['27825', '37087', '279']"
41819,"['25670', '4376', '40924', '40755']"
41820,"['21714', '12148', '23399', '21164', '33278', '38981', '13055', '32153', '4485']"
41821,"['9885', '35767', '12636', '23003']"
41822,"['40533', '23159', '33027', '33138']"
41823,"['39204', '13305']"
41824,"['17283', '29441', '33533', '25964', '37438']"
41825,"['11019', '15642', '16022', '38846']"
41826,"['32937', '14617', '19991', '5757']"
41827,"['3752', '22138', '38278', '581', '383', '13850', '31883']"
41828,"['25705', '13895']"
41829,['3615']
41831,"['39661', '19713', '16151']"
41832,"['28046', '3761']"
41833,['32364']
41834,"['11430', '35456']"
41836,['1988']
41839,"['11972', '24918', '7338', '23647', '10511', '34207']"
41840,"['32598', '4663', '24114', '21409', '36540']"
41841,"['22532', '9372', '16932', '11168', '20448', '4557', '12714']"
41842,"['32706', '9811']"
41843,"['14275', '34908', '26117', '5272', '10268', '19434']"
41844,"['17025', '30075', '15343', '11706']"
41845,"['14431', '15317', '8735', '11228', '37440', '8780']"
41846,"['1050', '936', '21133', '22396', '893', '19781']"
41848,"['4645', '3495']"
41849,"['28002', '15716', '28701', '37008']"
41850,['33422']
41851,"['22213', '27168', '3876', '26788']"
41852,['39253']
41853,"['40011', '11823', '36804']"
41854,['29710']
41855,"['20254', '15082', '3637', '29790', '39020', '8088']"
41856,"['6769', '8709', '25374']"
41857,"['994', '5209', '26852', '14274']"
41859,"['39897', '32253', '7790', '13110']"
41860,['38032']
41861,"['6110', '40404', '13963']"
41862,"['41342', '14969', '23163', '18435', '19812', '21728']"
41863,"['20750', '7722']"
41864,['36382']
41865,['15685']
41866,"['38758', '29210', '28404', '19881', '5261', '31994', '27770']"
41867,['28429']
41868,['14061']
41870,"['25161', '26823', '4952', '1714']"
41871,"['10253', '15484', '12778', '17574', '5477', '28265', '20053']"
41872,['11057']
41874,"['30088', '39410', '14368', '22588']"
41875,"['41681', '29787', '34075', '17034', '20263']"
41878,"['5497', '13998', '28809']"
41879,"['31092', '25684', '4621', '12509', '39677']"
41880,"['39323', '5636', '13680', '34126', '34434', '30227']"
41881,"['3129', '41223', '33400', '7436']"
41882,"['38636', '14067', '24087']"
41883,['3303']
41884,"['9546', '24807', '37194', '39317', '27613', '24443']"
41886,"['35855', '21569', '15548', '4107', '14745', '40522']"
41887,['19333']
41888,"['21248', '36712', '6931', '16888']"
41890,['41263']
41891,['21059']
41892,"['12956', '13239']"
41893,"['14948', '38745', '31083', '33338']"
41895,"['28996', '8649']"
41896,"['6831', '31275', '41283', '33114', '22980', '13028', '30352']"
41897,"['31515', '39479']"
41898,"['24249', '40891', '13990', '24238']"
41899,"['28222', '25423', '1253']"
41900,['25776']
41901,['8598']
41902,['21836']
41903,['9017']
41905,"['3282', '15268', '114', '28891', '29904']"
41906,"['11964', '35456', '28977', '19214', '230']"
41908,"['40898', '37159', '530', '34766', '8842']"
41909,"['33566', '13726', '34094', '20760', '7282', '34591', '26229']"
41910,"['27050', '29657', '17399', '30519', '286', '5333', '32864']"
41911,"['39994', '40790', '30301', '28483', '30433', '27206', '27628']"
41912,"['21762', '41303', '35812', '2260', '4224']"
41913,['6051']
41914,"['16151', '34433', '7410', '15093', '21087', '19626']"
41915,"['2992', '31595', '38783', '27299']"
41916,"['30318', '22339']"
41917,['9370']
41920,['8457']
41921,"['32508', '19677', '14358', '12408']"
41922,"['26600', '22543', '9048']"
41923,['28257']
41925,"['8702', '13307', '8158', '35770', '16428', '36532']"
41926,"['28644', '4406']"
41927,"['19664', '19317', '35517', '16262', '19393']"
41928,"['35906', '20135', '23207', '31629', '26797']"
41929,"['22545', '36306']"
41930,['33950']
41932,"['29135', '41562', '36839']"
41933,"['27420', '12921', '27648']"
41934,"['18599', '9796', '30121', '17302', '30475']"
41935,"['8279', '37459', '22026', '19761']"
41936,"['5338', '11472']"
41937,"['38512', '35203', '12395', '40107', '28175']"
41940,['2001']
41942,['7231']
41943,"['15375', '34907', '21948', '31653', '15426', '41425']"
41944,"['12094', '5278']"
41946,['1221']
41947,"['24766', '16234', '16109', '35065']"
41948,"['21322', '5233', '24097', '15670']"
41949,"['39531', '24973', '29945', '39851']"
41950,['38490']
41951,"['8603', '6809', '30487', '23986']"
41952,"['39483', '33248', '15424', '23284']"
41953,['4454']
41954,"['35629', '35679']"
41955,"['9449', '10032']"
41957,"['422', '18090', '38171', '6393', '24829']"
41959,"['34510', '15227', '9021']"
41961,"['19975', '30129', '8834', '26209', '16378', '10205']"
41963,"['21692', '5298', '8953', '6795', '24841']"
41964,['24594']
41965,"['35289', '39847', '35032', '41826', '39817', '32987', '10594']"
41966,"['9517', '17150']"
41967,"['11248', '28977', '31369']"
41968,['16450']
41970,['7122']
41971,"['16761', '11699', '18623', '33692', '23755']"
41972,"['40771', '14017', '4915', '4400']"
41973,['35128']
41974,['11971']
41975,['19322']
41977,['942']
41978,"['643', '36135', '2499', '15850']"
41979,"['27315', '4476']"
41980,"['33709', '16786', '19925']"
41981,['7690']
41982,"['38850', '18975']"
41983,"['11573', '40155', '3908', '10102', '41746', '5013']"
41986,"['36800', '20077', '39274', '28105', '10780']"
41988,"['4062', '2466', '13518', '23793', '10000', '9364', '15706']"
41989,"['25448', '11434', '12316']"
41990,"['7584', '31050', '40139']"
41991,"['725', '10814', '1951']"
41992,"['7228', '37476', '3220', '2889', '33908', '37023']"
41993,"['19375', '39338', '17337']"
41994,"['31687', '32651', '28993', '34441', '13796', '41932', '23083']"
41995,['37511']
41996,"['3892', '18426', '22461', '36617', '33365', '3217']"
41997,"['17187', '9849', '1042', '9124', '32982', '23374', '17690', '4780', '32178']"
41998,"['9043', '16367', '25650']"
41999,"['17827', '10072']"
42000,"['22242', '29935', '39765']"
42001,['35280']
42002,['17408']
42003,"['11509', '7203']"
42004,"['19072', '28741', '27533', '25290', '28943']"
42005,"['11373', '28967']"
42006,"['14089', '34137']"
42007,"['20901', '4567']"
42008,"['8221', '27789']"
42009,['34185']
42010,"['4795', '26895']"
42011,"['14559', '26794', '8984', '41928', '19672', '11448']"
42014,"['34256', '19805', '4410', '21725', '2091', '14983']"
42015,"['34820', '17941', '2203', '20468', '23375', '39482', '41371']"
42016,"['19571', '12509', '39385', '26450', '25684', '41385', '15423']"
42017,"['38221', '36754', '30635']"
42018,['13915']
42019,"['33566', '13726', '14586', '37503', '36829', '40427']"
42020,['258']
42021,['4651']
42022,"['14434', '13616', '13048', '17592', '231']"
42025,['25872']
42026,"['3268', '25334', '7732', '10718', '29411']"
42027,"['24674', '28167', '21049', '23496', '21420']"
42028,['10310']
42029,"['18772', '17406', '31078']"
42031,"['31982', '14234', '31103', '16101', '13029', '18722', '29421']"
42032,"['29642', '8670', '14138', '26469', '3280']"
42033,"['1144', '2917', '20159', '21698', '28606', '41528', '34195']"
42034,"['16616', '3428', '29089', '29510']"
42035,"['32278', '12870', '29990', '29706']"
42036,"['27067', '16625', '26893', '14817']"
42037,"['18852', '13600', '17478']"
42038,"['15', '18873', '22074', '26210', '35785']"
42039,"['13275', '7526', '13794', '25806', '3025', '30884']"
42040,"['41373', '30835', '19479', '41944', '14972', '22283', '3203', '34848']"
42041,"['33081', '33420', '18558', '34556', '34005', '28784', '26549']"
42043,['27578']
42045,"['5715', '36592', '28032', '15618', '18381', '32726', '12144', '25140']"
42046,"['11699', '16761', '40960', '30127']"
42047,['8673']
42048,"['13382', '18897']"
42049,"['11607', '10491', '26866', '32486', '7507', '14778', '33662', '21499', '34713', '26561']"
42050,['28442']
42051,"['20695', '29742', '33616', '28053']"
42052,['28081']
42053,['34845']
42054,"['12150', '11497']"
42055,"['15678', '39955', '28726', '17274', '3607', '26845', '18354', '33543']"
42058,"['1221', '23827']"
42059,"['32523', '34779', '1333', '1154', '12793', '29160']"
42060,"['13992', '12749', '21028', '21431']"
42061,"['37733', '30286', '10607']"
42062,"['20826', '2977', '9491', '16598']"
42063,"['2988', '27748', '24725', '12010', '39738', '16737']"
42064,"['24726', '36138', '6998']"
42065,"['28370', '746', '19972']"
42066,"['9850', '3807', '22352', '32663']"
42068,"['38403', '36088', '13351', '5846', '11152', '38696']"
42069,"['37245', '8796']"
42070,"['24802', '25683']"
42071,"['39735', '28563', '10521', '22200']"
42072,"['8495', '8492', '31909', '6363']"
42075,"['12166', '5805', '34131', '13704', '9688', '38297']"
42076,"['24561', '13968', '28653', '39722', '22792']"
42077,"['40679', '33705', '7238', '29381', '11398', '31166', '38562', '22376']"
42078,['18943']
42079,"['35686', '38873', '38236', '8182', '2023', '37067', '30212']"
42080,"['30546', '41757', '26002', '41605', '2056', '10790', '17870']"
42081,"['24009', '11690', '24604']"
42082,['4049']
42083,"['2023', '17425', '20315']"
42084,"['28357', '31784']"
42085,['15571']
42086,['32580']
42088,"['6367', '5180', '14148', '2560', '24681', '9603', '40422']"
42089,"['18732', '23197', '22773', '30336', '13628', '41901', '34245']"
42090,"['25439', '21271', '41363']"
42091,"['25903', '23542']"
42092,['19801']
42093,"['36844', '24260', '8621', '12211', '2970', '8216']"
42094,"['23512', '28483', '33597', '10329', '4713', '6174', '39440']"
42095,"['1891', '20418', '27441', '15245', '5207']"
42096,"['7221', '17183', '2402', '833', '34322', '5121']"
42097,"['32123', '41228', '17399', '28096', '34071', '24510']"
42098,['12629']
42100,"['27714', '3813', '37077', '33834']"
42101,"['27248', '25800', '2198', '41180', '20194']"
42102,['10588']
42103,['22832']
42104,"['8026', '14257']"
42105,"['28494', '19652', '31469', '4382', '11876', '21806', '2221', '29663']"
42106,"['41137', '27807', '22432']"
42107,['11518']
42108,"['38106', '20718', '36609', '3764']"
42109,"['20130', '4628']"
42110,"['30363', '28372', '27696']"
42111,"['11703', '15125', '31270']"
42112,"['4091', '38147', '27933']"
42113,"['40411', '16334', '16476', '40798', '8742']"
42114,"['837', '6438', '37477']"
42115,['33887']
42116,"['6335', '408', '2773', '8824', '31047', '33518', '27163', '29221', '23781']"
42117,"['32298', '16226']"
42118,"['20816', '10088', '21377', '37253', '12938', '32546']"
42119,"['34039', '29206', '13249']"
42120,"['8980', '3819']"
42122,"['10031', '35942', '13054', '29445', '16188']"
42123,"['21726', '33697', '11939']"
42127,"['39632', '23171', '38470', '22604', '9461']"
42129,"['40145', '7605', '24350']"
42130,"['33895', '35433']"
42131,"['30316', '6680', '3986']"
42132,['24799']
42133,['42118']
42134,['37056']
42135,"['31673', '18554', '31230']"
42136,"['22567', '25117', '31581']"
42137,"['13963', '39699', '28289']"
42138,"['39431', '24744', '27465', '31212', '10537', '7403']"
42139,"['34257', '38359', '35287']"
42142,['15556']
42143,"['9926', '28245', '38395', '17353', '41964', '30387']"
42144,"['9771', '6830', '6132', '21821', '22614', '16607']"
42145,"['29647', '14222', '38871', '6560', '41367']"
42147,['6883']
42148,"['24512', '20792']"
42149,"['31358', '30465', '9045', '15054', '25874', '10315']"
42150,"['7650', '11506', '36270', '440']"
42151,"['11768', '28280']"
42153,['7190']
42154,"['4265', '33744']"
42155,"['40230', '17300']"
42156,['5581']
42157,"['35257', '14043']"
42158,"['21820', '30482', '4550', '11435', '5663']"
42159,['41184']
42162,"['10895', '17167', '27470', '16424', '31973', '15571', '4309', '37925']"
42163,['6899']
42164,"['24486', '28547', '24334', '27493']"
42165,['39279']
42167,"['32953', '33624', '37700', '31554']"
42168,"['29578', '29232', '31360', '8817', '10351']"
42170,"['37646', '4543', '15212']"
42171,['21685']
42172,['24826']
42173,"['4270', '5100', '33351', '28382', '14086', '15902', '23842']"
42174,['10105']
42175,"['35595', '3482']"
42176,"['35906', '35789', '30499', '25520']"
42177,"['1038', '645', '19120', '36698', '35949']"
42179,"['38385', '25121', '12835']"
42180,"['34487', '33317', '19092', '9054', '32442', '21658']"
42181,"['14175', '8328', '34906', '23905', '23340']"
42182,"['20936', '10681']"
42183,"['1008', '24609', '27074', '4452', '10832']"
42184,"['16408', '20437', '31013']"
42185,"['35800', '27539', '20877', '30484', '41899']"
42186,"['31821', '13597', '16395', '2943']"
42188,"['32393', '15334', '37346', '12209', '24738', '10548', '37339', '15936']"
42189,"['36758', '17188', '34545']"
42190,"['38805', '33783', '1475']"
42191,"['20641', '3488']"
42192,"['23878', '5833', '9298', '28887', '21825']"
42193,['39336']
42194,"['35931', '18986', '24714', '35915', '15386']"
42195,"['17720', '34792', '24655', '30942', '7589', '5668']"
42196,"['7048', '41972', '37438', '16943']"
42198,"['22219', '1124']"
42199,"['10642', '13321', '12209', '26435', '5415', '12662']"
42200,"['31200', '22178', '14523']"
42201,"['20936', '29957', '25930']"
42202,['22398']
42203,"['30121', '22273', '33364', '10143', '29607', '2755']"
42204,['41859']
42205,"['27253', '37175', '22770', '12182', '7676']"
42206,"['26785', '19280', '30314', '21902']"
42207,"['21931', '42033']"
42209,"['24441', '26592', '5353', '34680', '29597', '13721', '17242', '33118']"
42210,"['28070', '24580']"
42211,"['15638', '24667', '18550', '10522', '42115', '41434', '40553', '24474']"
42212,"['34570', '40599', '38144']"
42213,"['6125', '25021', '35159']"
42214,"['32181', '37788', '20024', '40736', '26212']"
42216,"['20361', '27725']"
42217,"['19237', '3160', '29975']"
42219,"['34876', '40686', '2894']"
42221,"['21674', '3626', '8488', '14501']"
42222,['14334']
42223,['36515']
42225,"['12167', '4583', '13581', '21183', '794']"
42226,"['8114', '10845', '15227', '37927', '32254', '22719']"
42227,['40954']
42228,['41485']
42229,"['12840', '5108', '34406']"
42230,"['21756', '40574', '17279']"
42231,['23841']
42233,"['17986', '40460', '28909', '32210', '18990', '33535', '38713']"
42234,['3150']
42235,"['19210', '22433']"
42236,"['40115', '25934', '24453', '40736', '33180', '29754', '39073']"
42238,"['2815', '34235', '10889', '12048', '18218', '38542', '37841', '30337', '12353']"
42239,"['17820', '39169', '21452']"
42240,"['4734', '23943']"
42241,"['14175', '7556', '28261', '30818', '30039']"
42242,"['4191', '1987', '19603', '12694']"
42243,['34533']
42244,"['16210', '19393', '14109']"
42245,"['4553', '882', '38604', '13671', '41665', '1858']"
42246,"['35051', '5827', '18739', '40337', '42082']"
42247,['34409']
42248,"['13334', '24662', '29245', '26777', '34062']"
42249,"['15597', '851']"
42250,['22600']
42251,['10731']
42252,"['9494', '28627', '30143', '5020', '22484']"
42254,['22922']
42256,"['10559', '39405', '2675']"
42257,"['27805', '7824', '25500', '11165', '18477', '17001', '6154']"
42258,"['18490', '20668', '1211', '23071', '40223', '6307']"
42260,"['26865', '33792']"
42261,"['29536', '16140']"
42262,"['14494', '42249', '3329']"
42263,"['34121', '29340', '9086', '13147', '11803', '41281']"
42264,"['36288', '21476', '3850', '20500']"
42266,"['40839', '7181']"
42267,"['39938', '30746', '14048', '7980']"
42268,"['9543', '3872', '13509', '16209', '16592', '15202', '34759']"
42269,"['31452', '6866', '4267', '39201', '10856', '24847', '32643']"
42271,['14783']
42272,['1535']
42273,"['20079', '11708']"
42274,"['13763', '16193']"
42275,"['29113', '39026', '38126', '12502', '24985']"
42276,"['11470', '23556', '1525', '31726', '15153']"
42277,['13426']
42278,"['31670', '33185']"
42279,['19382']
42280,"['3442', '81']"
42281,"['26011', '1845']"
42283,"['1204', '40953', '18632']"
42284,"['25115', '7433']"
42285,"['7061', '14692', '73', '38128', '24177', '19101']"
42286,"['31880', '2036', '13908', '5591', '39834', '11200']"
42288,"['1254', '794', '13880']"
42289,"['16973', '34333', '23446', '37520']"
42290,['5042']
42291,"['13083', '9145', '19905', '22786', '35075']"
42292,"['8609', '28570', '25435', '25535']"
42293,"['19118', '12855', '22662', '14700', '29977']"
42294,"['23112', '4540', '21983', '24256', '5756']"
42295,"['34951', '10786', '24192', '30387', '21042', '40318', '12114', '13353']"
42296,"['4571', '25880']"
42297,"['27541', '18480', '26093', '34087', '22847', '40596']"
42299,['35463']
42300,['36873']
42301,"['9840', '3657', '29126', '11972', '22244', '9606']"
42302,"['25691', '7916', '5614', '33526', '14162', '19412', '35329', '28593']"
42303,"['35571', '12669', '42241', '18565', '5856', '30501', '11651', '25671', '10556']"
42304,"['7145', '7353', '42132', '8768', '18818', '3745', '26604']"
42305,"['1506', '22907', '8070', '19338', '26942', '36918']"
42306,['40506']
42307,"['30666', '29293', '29723', '5333', '26047', '39750']"
42308,"['2488', '17041', '32163', '4552', '11605']"
42309,"['763', '37348', '10112', '8343', '8009', '17037', '34851']"
42310,"['19455', '28553', '31056', '7987', '4589']"
42311,['36382']
42312,"['36239', '1394', '10278']"
42313,['22198']
42314,"['39698', '39200', '14445', '10004', '29226', '11060']"
42315,['16195']
42316,"['16138', '4102', '18644', '19140']"
42317,"['40740', '657', '23561', '36698', '19120', '1038', '13563']"
42318,"['38580', '9599']"
42319,"['12962', '31030', '36630', '20021', '26852', '25509']"
42321,"['10445', '38489']"
42322,"['33139', '20242', '32351', '32306', '25882']"
42323,"['10711', '38444', '41250', '41908', '39197', '14626']"
42324,"['15700', '19329', '35219']"
42325,"['6467', '19139', '15499', '16214', '39309']"
42326,['40542']
42328,['40933']
42329,['14004']
42330,"['15036', '210']"
42331,"['25272', '19662', '32364', '21991']"
42332,"['21782', '28512', '34854']"
42333,"['18869', '16496', '30265', '19513']"
42334,"['39624', '28679']"
42335,"['3732', '6889', '39466', '39539', '35246', '27863']"
42336,"['28417', '40651']"
42337,"['19291', '27611']"
42339,['24031']
42340,"['4358', '12945', '28592', '10436', '31329', '261', '6884', '15139']"
42341,"['32312', '15440', '18854', '24603']"
42342,['28647']
42343,['23394']
42344,"['8664', '37356', '15429']"
42345,"['22013', '1717']"
42346,"['39578', '34706', '36304', '25908', '25857']"
42347,"['41876', '29334']"
42348,"['24619', '34503', '9291', '32653']"
42349,"['19544', '40846', '40253']"
42350,"['34708', '24084', '24001', '5638']"
42351,"['16169', '15236', '39158']"
42352,"['42138', '12123', '14504', '2982', '27238']"
42355,"['32674', '20288']"
42356,"['20541', '39408', '15213', '3381', '10600', '19301']"
42358,"['34424', '23608', '29500', '12921', '28652', '14589', '22369']"
42359,"['4328', '3405', '6105']"
42360,"['17600', '32753']"
42361,['7702']
42362,"['33186', '8351', '11192', '5756']"
42363,"['24369', '27722']"
42364,['9193']
42365,['30898']
42366,"['16958', '7257']"
42367,"['18504', '4604']"
42368,"['14940', '3488']"
42370,"['23180', '31308', '27669']"
42371,['33571']
42372,"['28128', '2625', '5683', '27593']"
42373,"['11904', '38836', '23355', '4397', '20601', '243', '41777']"
42374,"['13733', '38347', '32678']"
42375,"['14101', '13441', '20349', '30006']"
42376,"['7961', '3990', '15716', '15064']"
42377,"['13275', '41775', '3397', '28128']"
42378,"['42136', '40916', '27934']"
42379,"['29911', '16357', '15352', '33007']"
42380,"['33644', '7448']"
42382,"['24509', '5776', '26553', '6803', '22224', '24786']"
42383,"['13538', '23077', '28465', '810', '14458']"
42384,['35423']
42385,"['14566', '5955', '19765', '3274', '6607']"
42386,['35252']
42388,"['13990', '20468']"
42389,"['24623', '259']"
42390,"['8774', '23084', '15530', '21657', '1596']"
42392,"['41059', '39303']"
42393,['35268']
42394,"['625', '30836']"
42396,['19949']
42397,"['30290', '22821', '16008', '22981', '34256']"
42398,"['33227', '14211', '19713', '42072', '16099', '20648']"
42399,"['26904', '42331', '14248', '21073', '18052']"
42400,"['40959', '25862']"
42401,"['27568', '16158', '6665', '25378', '40483', '27439']"
42402,"['41715', '23008', '41192', '15515', '32797']"
42403,"['31688', '4191', '5138']"
42405,"['37702', '6664', '5413', '42309']"
42406,"['11975', '37679', '35969', '35887', '36848']"
42408,"['18570', '3376', '5612', '29769', '41508']"
42409,"['34856', '37752', '13774']"
42410,"['25944', '3058', '18581', '24568']"
42411,"['29752', '39849', '41484', '27456', '27743', '24613', '40806', '40408']"
42412,"['11117', '35198', '4629', '38196', '30682', '31498']"
42413,"['24983', '35734', '30063', '32621']"
42414,"['8604', '39710', '24793']"
42415,"['18441', '4565', '41054', '1834']"
42416,"['16858', '9884', '15605', '1704', '37028', '35163', '14802']"
42417,['38314']
42418,"['424', '38554', '27276', '3024', '17433', '38185', '11749']"
42421,"['28975', '31277']"
42422,"['29214', '4406']"
42423,"['12653', '34502', '6422', '38887', '26918', '10846', '184']"
42424,['8856']
42425,"['25367', '34166', '13346']"
42426,"['14246', '7558']"
42428,['35006']
42429,"['4795', '38670', '23425']"
42431,"['40801', '38400']"
42432,"['31715', '5830', '1092', '18409']"
42433,"['31537', '13622']"
42434,"['35136', '16872', '30840']"
42435,"['7005', '16077', '40544', '17386']"
42436,"['39874', '35829', '19821', '7599']"
42438,['23432']
42439,['42372']
42440,"['2976', '35350', '15573', '12312', '27382', '30441', '33107', '5589']"
42441,"['18984', '22280']"
42442,['27298']
42443,"['34307', '6335', '22961', '29346', '34889']"
42445,['40082']
42446,"['25117', '17083', '31363', '15523']"
42448,"['8664', '35549', '6853', '13692', '21168']"
42449,"['40265', '3397', '28128', '32621']"
42450,"['38089', '40966', '10508', '10393', '12819', '8507', '2712', '26704']"
42452,"['40773', '12756']"
42453,"['10143', '17343']"
42454,['36243']
42455,['39633']
42456,['15137']
42457,"['20348', '33949', '39588', '35922', '21184']"
42459,['21626']
42460,"['27842', '20462', '16550', '19397', '24094', '20735', '25556']"
42461,"['8579', '30667']"
42462,"['9265', '12700', '36537', '17410', '20059']"
42463,"['12530', '37966']"
42464,"['16856', '32208', '16372', '20542', '10899', '1529', '37750']"
42465,"['22738', '27601']"
42466,['29261']
42467,"['2189', '5014', '34615', '29613', '15163', '42102', '14104']"
42468,['19369']
42469,"['28742', '9783', '29602']"
42470,"['2124', '34277', '13024', '36541', '8488', '42245', '14830', '38793']"
42471,"['29399', '32572', '17202']"
42472,['20967']
42473,['30942']
42475,['38885']
42476,"['1135', '12862', '27095', '8121', '6421', '16629', '26638', '21746', '1736', '33812']"
42477,['34808']
42478,"['1359', '23402', '27538']"
42480,"['35988', '10745', '13408']"
42481,"['27115', '38563']"
42482,"['13032', '36573', '30572', '32766']"
42483,"['24678', '4466', '29801', '35100']"
42484,"['22193', '37208', '37054', '7227', '23542', '5605', '27630', '24331']"
42486,"['7175', '30210', '33675']"
42487,"['4862', '19489', '40475', '7237']"
42488,"['2225', '24976']"
42489,"['26658', '42041', '6643', '3219', '37933', '22711']"
42490,"['5093', '35327', '9770']"
42491,"['7003', '22117', '33214']"
42492,['18752']
42493,"['22700', '4936', '16187']"
42495,"['33044', '22256', '40015', '22044']"
42496,"['24507', '9870']"
42497,"['28757', '4421', '13952', '13097', '16145', '14434', '27495']"
42498,"['8902', '38854', '19237', '37834', '13542', '6515']"
42500,"['36515', '7582', '19848', '32398', '30289', '39623']"
42501,"['36405', '18998']"
42502,"['30274', '25658', '15981', '4070', '6657', '2187', '4944']"
42504,"['10220', '26722']"
42505,"['11593', '32503', '26082', '30616', '30861']"
42507,"['25958', '3463']"
42508,['9770']
42509,"['22599', '27494', '38038', '2966', '4049']"
42510,"['31653', '24392', '3832']"
42512,"['38358', '22713', '41979']"
42513,"['5091', '15812', '2453', '20317', '9905', '34506', '40947', '42360', '32120']"
42516,"['258', '630', '22977', '17079', '9065']"
42517,"['37097', '37288', '33588', '36293']"
42518,"['28657', '3805', '3164', '5079', '20779', '14925']"
42519,['7347']
42520,"['6527', '33280', '10444', '39489', '31291', '2788', '23957', '21257']"
42521,['16520']
42522,"['32936', '34967', '33814', '30208', '38188']"
42524,['5710']
42525,"['3095', '828', '36432', '12228']"
42526,['3469']
42527,"['14217', '29410', '25827', '31877', '20052', '25750']"
42530,['28238']
42532,['24450']
42534,"['34403', '24083', '35127', '25133', '26937']"
42535,['33871']
42536,"['32056', '4020', '17647']"
42537,"['2487', '22340', '4554']"
42538,"['23750', '33132', '22174', '30679', '16394']"
42540,['8469']
42541,"['24761', '22567', '20362', '11240']"
42543,"['31345', '10212', '37730', '37119']"
42544,"['20079', '17066', '33959', '11708']"
42545,['38187']
42546,['10801']
42547,"['2189', '34615', '29613', '5014']"
42548,"['39425', '17948', '23581', '32377', '9405', '29151']"
42549,"['3129', '41223', '3621', '38241', '27516']"
42551,"['32538', '5719']"
42552,"['24414', '36983']"
42554,"['40116', '27015', '17292', '25163', '19555', '6195', '32568']"
42555,"['41353', '6207', '23997', '20445', '10008', '32507', '35948']"
42556,"['37397', '3482']"
