node1,node2
41065,['2341']
41066,"['6770', '29914', '23646', '30210', '25094']"
41067,"['13704', '19055', '21476', '13505', '9045', '11089']"
41068,"['22299', '40885', '7621']"
41069,"['40283', '4587', '26737', '25483', '18233', '11615', '26417', '20825']"
41071,"['12402', '15515', '20797', '27984', '10578', '34628', '6357', '31134']"
41072,"['30738', '7057', '37724', '10259', '33430', '19261', '22945', '38656']"
41074,"['18931', '34414']"
41079,['17069']
41080,"['14952', '39097', '700', '11936', '15768']"
41081,"['23911', '34667', '16209', '32415', '33662']"
41082,"['26191', '31591', '32190', '22899']"
41084,"['12726', '19087', '29751', '15505', '1192', '39849', '27456']"
41085,"['21699', '4022', '7879', '32070']"
41087,"['35631', '20187', '28908']"
41088,"['29379', '19677', '16127', '18734']"
41089,['3564']
41090,['20069']
41091,"['16435', '12001', '18968', '31622', '27986']"
41092,"['23143', '30760', '24527', '36637', '38970', '23007', '10784', '29201', '35886', '17505']"
41093,['36602']
41094,"['6882', '35415', '15368', '11705', '34816', '10910']"
41097,"['15585', '40946', '18628', '18876']"
41098,"['5245', '39111']"
41099,['722']
41100,['18200']
41101,"['2449', '1280', '10199', '26537', '40048']"
41102,"['23928', '21649', '2397', '40114', '13643']"
41103,"['31900', '40933']"
41104,"['29044', '13550', '13816']"
41105,"['22745', '18905', '36756', '23039', '4842', '5422', '22152']"
41106,"['17215', '38580']"
41108,['3150']
41109,"['9720', '11170', '3132']"
41111,"['4418', '14146', '23699', '10935']"
41112,"['38514', '9676', '11123', '39050', '17405', '23297']"
41113,"['19510', '21696', '18440', '26170', '30371', '39447', '39032', '14828']"
41114,"['2123', '15339', '16027']"
41115,"['14149', '36266', '28738', '16416']"
41118,"['38744', '2346', '37521', '20024', '7571', '17801', '12835', '36596']"
41119,"['23168', '41081', '2999']"
41122,['28833']
41123,"['7999', '34894']"
41124,['26453']
41125,"['29228', '14504', '12123']"
41126,"['19944', '10009', '1784']"
41127,"['3095', '20437', '33098', '828', '35727']"
41128,"['18599', '33727', '30457', '19385', '4759', '22430', '10630']"
41129,"['29573', '5009', '33155', '31549', '19725', '25068']"
41130,"['29054', '19783', '17017']"
41131,"['18494', '13689', '18459']"
41132,"['12354', '19171', '24395', '8142', '6681', '19138', '4209', '29066']"
41133,"['12876', '4061', '21749', '22286']"
41135,"['32603', '11156']"
41137,"['30994', '23654', '38844', '8393', '1273']"
41138,"['16586', '19600', '31559']"
41139,"['6336', '1454', '12691', '38053']"
41140,"['36801', '21510', '2010']"
41141,"['36802', '35707', '1480', '33128']"
41143,"['13433', '22317', '32166', '33814']"
41144,"['34087', '24043', '16412']"
41145,"['27541', '24485', '36782', '14622', '18194']"
41146,"['17247', '40837', '32518', '15949', '17648']"
41147,"['31575', '25876']"
41148,"['40801', '3156', '32054', '3445', '14167']"
41149,"['33516', '38012']"
41151,"['36507', '30830']"
41152,"['16580', '29979', '11396', '4140', '8437']"
41153,"['65', '25954']"
41154,"['17249', '39720', '37235', '19284']"
41155,"['1575', '13508', '6295', '6145', '37340', '4173', '29580']"
41157,['7407']
41159,"['10451', '7980']"
41161,"['22647', '33203', '16025', '1321', '31256', '8577']"
41162,['25644']
41163,"['22541', '29838', '22863', '19564', '10501']"
41164,"['17327', '20383', '10233', '37277', '15653', '13567', '22136', '30660']"
41165,"['20453', '31842', '37113']"
41166,"['30888', '34808']"
41169,"['12835', '37149', '33921']"
41170,['12130']
41172,['24249']
41173,"['29720', '38113', '7142']"
41174,"['3768', '9884', '32918']"
41175,"['34115', '11090', '32058', '23878']"
41176,"['29937', '5316', '9875', '17113', '18535', '10456']"
41177,"['25817', '19386', '24303', '40479']"
41178,"['5034', '40408', '9580', '11783']"
41180,['40278']
41182,['16770']
41183,"['10783', '26424', '18511', '34602', '277', '31681']"
41184,"['14188', '13874', '26053', '8667', '31955', '20850']"
41185,['4871']
41187,"['33593', '11129', '1037', '16299']"
41188,"['22456', '38693', '25926', '8692', '8610']"
41189,"['7184', '24958', '15625', '7588', '36117']"
41190,"['28851', '9772', '25806', '40484']"
41192,"['21748', '26690', '26161', '16151', '35823']"
41193,"['27303', '18218']"
41195,"['22481', '26623', '9377']"
41197,['22493']
41198,"['26166', '12737', '4428', '21157', '39056']"
41199,"['37904', '36254']"
41201,"['24042', '1544', '37227', '1430', '2658']"
41204,"['17869', '4152', '31883', '26482', '18827', '13749', '35108']"
41205,"['40347', '23490']"
41206,['21842']
41207,"['29683', '10978', '4008', '27427', '40237', '6469', '17981']"
41208,"['30702', '10535', '15343', '32974', '2669', '34800', '21562', '14730']"
41209,"['21850', '6461', '39435', '2201', '13170', '10158', '11168']"
41211,"['5934', '31573', '28099', '29838']"
41212,"['18922', '157']"
41213,"['15979', '14393', '27324', '25538', '20652', '18974', '34677']"
41214,['20874']
41215,['14984']
41216,"['20383', '15676', '30136', '15208', '20228', '38091', '19839']"
41218,"['11967', '9254', '5991']"
41219,"['34471', '26281', '3084', '36690']"
41220,['7939']
41221,"['12462', '35918']"
41222,"['9447', '37993', '37636', '32560']"
41223,"['28519', '34315', '20606', '27508']"
41225,"['7895', '7603', '22298', '26481']"
41226,['27407']
41227,"['10676', '10038', '35636', '30148', '39311', '14909', '36547']"
41228,"['5944', '36671']"
41229,"['293', '26803', '39153']"
41230,"['25491', '31182', '14255', '32962', '27552', '27296', '36990']"
41231,"['40952', '8213', '13051', '39263']"
41233,"['14065', '33814', '3269']"
41234,['13421']
41235,"['29688', '5053', '1205']"
41236,"['3803', '32311', '24914']"
41237,"['31526', '32412', '21008', '7740', '4752', '29172']"
41238,"['13277', '8035', '39588', '23195', '20822', '32168', '32221']"
41239,"['9725', '38611', '40981', '18948']"
41240,"['19334', '31220', '6691', '24647']"
41241,"['37735', '21743']"
41242,['30305']
41245,"['896', '1107', '25963', '20516']"
41247,"['28718', '31922', '5289', '13928', '16752', '41029', '10434', '23589', '37755']"
41248,"['8280', '2217', '30939']"
41249,"['24213', '36493']"
41250,"['35253', '29606', '20180', '8547', '35955']"
41251,"['26447', '31843', '20061', '11044', '37081']"
41252,"['3872', '14340', '2010', '32580']"
41253,"['22009', '12056', '30688', '40507', '15037', '27536', '2585']"
41254,"['28828', '35842', '4587', '15363', '32299', '18355', '34681']"
41255,['33368']
41256,"['11637', '4747', '19421', '19110']"
41257,"['688', '36831', '1212', '12176']"
41258,"['21887', '22466', '8475', '12978', '15373']"
41259,"['29255', '35715']"
41260,"['11281', '13463', '2023', '4400']"
41261,"['29229', '23644', '17648', '2357', '3635', '3895']"
41262,"['18017', '39031', '23774']"
41263,"['20762', '19879', '2261', '8728', '26275']"
41265,"['38601', '8459', '6549', '33935', '26797', '28698', '26600']"
41266,"['10659', '10717', '39756', '21962']"
41267,"['37374', '17606']"
41268,"['37785', '4096', '32236', '11986']"
41269,"['34927', '4807', '32897', '9482', '26536', '6017', '26521']"
41270,"['36337', '12899', '30354', '2948', '37776', '16085']"
41271,"['41017', '9053', '36127', '8961']"
41272,"['2161', '1099', '36847']"
41273,"['13907', '37278', '9789', '37449']"
41274,"['24142', '5893', '19399', '35358', '22969', '5357', '25988']"
41277,"['11166', '11366', '13793', '24310', '21507', '41178']"
41278,"['13159', '12920', '13952', '18684', '32094', '4857']"
41279,"['39047', '27976', '28854', '4815', '39956', '39374']"
41280,['9952']
41281,"['242', '27898', '5630', '3408', '16452', '41032']"
41282,"['20287', '7770', '24203', '30583']"
41283,"['36069', '15865', '22960', '17201']"
41284,"['3430', '12948', '13330', '26572']"
41285,"['3808', '33470', '2385']"
41286,"['10206', '8951', '20728']"
41289,"['19534', '32159', '19627', '26440']"
41290,['37726']
41291,"['20756', '40897', '3049']"
41293,"['23106', '29627', '38598']"
41294,['15851']
41295,"['13976', '21833', '26167', '36852', '31854', '16925', '15606']"
41297,"['34565', '25161', '25784']"
41298,['28609']
41299,"['3568', '13657', '7481']"
41300,"['8410', '9981', '25965']"
41301,"['3610', '6323', '22627']"
41302,"['36852', '13238', '9043', '6226']"
41303,"['26466', '33273', '18505', '25', '31334']"
41304,"['28572', '13715', '27070', '34165']"
41305,"['2534', '29632', '5941', '30473', '6357', '22447']"
41306,"['2233', '22305']"
41308,"['26778', '31975', '27897', '29089', '9138', '34058', '11742', '3874']"
41309,"['27138', '38318', '29151']"
41310,"['3720', '18472', '38836', '14989']"
41311,['34297']
41312,"['32819', '25746']"
41313,"['6246', '40567', '3383', '5921', '5340']"
41314,"['11240', '28886']"
41315,"['23230', '21510', '16533']"
41316,['22466']
41317,"['6839', '4191', '39432', '33520', '10486', '15903', '24852']"
41318,['35859']
41319,['28221']
41320,"['26143', '40794', '36260', '30870', '19459', '40821', '19677', '6236']"
41321,"['31368', '32993', '831', '21835', '19490', '11467', '16548']"
41322,['29019']
41323,"['23611', '15545', '13639']"
41324,"['19760', '22679', '15287']"
41327,"['29688', '22005', '35345', '37713', '31331', '20610', '150', '5053', '18048', '6354']"
41328,"['31564', '36652', '26370']"
41329,['21213']
41330,['6110']
41331,"['40195', '18679', '33448']"
41332,"['3021', '17431', '3906', '2593']"
41333,"['28843', '7490', '32162', '36920']"
41334,"['36757', '4493']"
41335,"['29875', '36372', '31387', '10216', '5427', '31115', '29150', '25924']"
41336,"['40966', '35947']"
41337,"['8184', '27010', '4074', '26366', '25618', '30555', '33911', '5459']"
41339,['32748']
41340,['30700']
41341,"['13065', '33685', '27993', '27439', '508', '7227', '11464', '34053']"
41342,"['7062', '38221', '19885', '22173', '34173']"
41343,"['22864', '1671', '41284', '1521', '35929', '34373']"
41344,['36844']
41345,"['39027', '32638']"
41348,['24213']
41349,"['22728', '11985', '35133']"
41350,"['27082', '26030', '39951', '10508', '7688', '40492', '38701']"
41351,"['24242', '19565', '19911', '2747', '25007', '3086']"
41352,"['33647', '40733']"
41353,"['25131', '11387']"
41354,"['4838', '13677', '9405', '19953', '40470', '34098', '30757']"
41355,"['15308', '29021', '25319']"
41356,"['3059', '18399']"
41358,"['15522', '650', '24993', '39549', '35167']"
41359,"['15791', '23375']"
41360,"['15284', '5420', '18131', '9933', '15041']"
41362,"['14061', '30310']"
41363,"['35544', '36607', '12433', '36031', '5071', '22038', '31473', '7142', '32131']"
41364,"['38989', '35957', '12170', '5496', '35311', '18865', '19224']"
41365,"['12665', '28404', '5261']"
41367,"['34984', '10021', '18107', '37028', '22947', '27316', '28293']"
41369,"['6688', '2748', '39427', '37270', '40633', '9244', '32591', '5705']"
41370,"['22646', '33675', '35862', '30457', '3274']"
41371,"['11373', '7257', '19513', '37625']"
41373,"['37092', '25958', '873']"
41374,"['32824', '17302', '13835', '33587', '34096', '16960', '10405']"
41376,['9952']
41377,"['26775', '19591']"
41378,['25162']
41379,"['40295', '37867', '37282', '32205', '18931', '9733', '31746', '24772']"
41380,"['6975', '39078']"
41381,"['461', '31391', '25329', '4424']"
41382,"['1226', '13370']"
41384,"['25774', '31247', '1934', '18915', '19174', '8651']"
41386,"['1970', '18362', '7325', '23809', '23336']"
41387,"['18097', '9146', '16370', '1769', '31063']"
41389,"['14440', '20067', '27193']"
41390,"['34055', '15671', '27811', '12931']"
41391,"['4214', '17923', '12595', '21651']"
41392,['34845']
41393,"['29471', '23604', '30131']"
41394,"['13372', '312']"
41395,"['14527', '24968', '12175']"
41396,"['36332', '33439']"
41397,"['19182', '11953', '26485']"
41398,['34969']
41399,"['41201', '13961', '15705', '36238', '37681', '12314']"
41400,"['25136', '34103', '36928', '12782']"
41402,"['20158', '29175', '18138', '13404', '30194']"
41403,"['729', '32639', '7310']"
41404,"['31709', '4620', '25657', '3991', '24786']"
41405,"['34578', '26779']"
41406,"['20985', '1158', '15739', '8254']"
41407,"['18908', '2336']"
41408,"['3040', '25945']"
41410,"['30095', '31868', '15854', '38626', '35939']"
41411,['28814']
41412,['11735']
41413,"['12703', '35973', '32426', '24242', '40703', '9541', '40779', '30305']"
41414,"['25008', '16999', '33603', '6790', '9193', '20445', '10014']"
41416,"['20550', '29491', '24384', '34705']"
41417,"['14710', '10473', '2174', '35642', '31463', '19942']"
41418,"['13912', '2080', '17362', '19930', '40461', '24745', '19837']"
41419,"['8775', '17657', '10236', '35777', '12337', '7692']"
41420,"['18530', '38343']"
41421,"['6453', '19111', '1127', '19060', '28591', '36141']"
41422,"['24560', '39002', '35229', '30423', '25789']"
41423,"['19379', '18943']"
41424,"['23773', '26591', '23321', '28761', '23836', '963', '26151']"
41425,"['4559', '11159']"
41426,"['15884', '26873', '2154', '3727', '13552']"
41427,['39697']
41428,"['34121', '21516', '29940', '6946', '20331', '7703', '36905', '21945']"
41429,"['38994', '5178', '37330']"
41430,"['9174', '33171', '30360']"
41431,"['34338', '10019', '25481']"
41432,"['4383', '30136', '38180', '3336']"
41433,"['9122', '9024', '25695', '14354']"
41434,['37763']
41435,"['24743', '9063', '34381', '12035', '21179']"
41436,"['40763', '36503', '25637', '11749', '12423']"
41437,"['10005', '6147']"
41438,"['16474', '3648']"
41439,"['11848', '3192', '7722', '31534', '36263', '38746']"
41441,"['31513', '31177', '15121', '6156']"
41442,"['428', '29547', '18932', '25096', '37457', '3015']"
41443,"['37913', '26243', '809', '40390']"
41444,"['39861', '6488', '27789']"
41445,"['9633', '564']"
41447,"['1747', '4413', '19030', '37309', '40214', '39782']"
41448,"['9951', '6786', '29985']"
41449,"['38000', '34335', '3156', '8176', '26588', '11497', '7315', '29496']"
41450,"['20984', '17660', '35584']"
41451,"['17027', '13908']"
41452,"['2891', '29857', '31768', '10430', '38684']"
41454,"['5331', '15469', '23990']"
41455,"['7424', '38924', '3965']"
41457,['31116']
41458,"['34673', '20893']"
41459,"['35608', '26742']"
41460,"['17699', '25772', '22592', '20675']"
41462,"['5883', '10528', '6193', '6024']"
41463,"['13744', '4134', '30459', '19791', '2750', '27572']"
41464,"['9444', '13810', '11496', '34461', '25079', '18416']"
41465,"['21446', '16601', '36122', '39680', '9800', '16591', '10239']"
41466,"['25772', '4774', '270']"
41467,"['28970', '7040', '12970', '20376', '9118', '27884']"
41468,"['21294', '39651', '26419']"
41470,['12203']
41472,"['25266', '18040', '24541', '23898', '6660', '8381', '1263', '11009', '31524']"
41474,"['30531', '23464', '35034']"
41475,"['21753', '35668']"
41476,"['20626', '2250', '4694']"
41478,"['26844', '28382', '26026']"
41479,"['17991', '10999', '36823']"
41480,"['11033', '29883']"
41482,"['6748', '21996', '8079']"
41483,"['18895', '41205', '14291', '31714', '41070', '31874']"
41484,['4591']
41485,"['12744', '37816', '14676', '9253', '18078', '40387', '272']"
41486,['25954']
41487,"['38719', '15747', '35939']"
41488,"['11931', '16325', '37011', '35983', '345', '9986']"
41489,"['10888', '36337', '354', '34431', '35394', '10072']"
41490,"['40798', '11203', '6595', '31594', '22602']"
41491,"['29571', '39189', '37721']"
41492,"['21961', '18325', '2555', '5842', '32272', '35844', '22919']"
41494,"['11900', '14125', '25616', '29966', '11511']"
41496,"['29881', '28101', '37601', '26971', '36625']"
41497,"['34428', '7635', '3103']"
41499,"['8443', '26495', '8618']"
41500,['18533']
41501,"['34508', '10817', '20071', '190', '1554', '34693']"
41503,['31515']
41506,"['1264', '23412', '21706', '2660', '41088', '15582']"
41507,"['38928', '40132', '35560']"
41508,"['17589', '34223', '31711']"
41510,"['25393', '1538', '5394']"
41511,"['15812', '17780', '29772', '30097', '36694']"
41512,"['25898', '41001', '34926', '24513']"
41513,"['17128', '30625', '31338', '40916', '25863']"
41516,"['38882', '21353', '31934', '40945']"
41517,"['7767', '19539', '38588', '26829', '7983']"
41518,['18760']
41519,['28058']
41520,"['3452', '41369', '22438', '20577', '26050']"
41522,"['40299', '23619']"
41524,['1955']
41525,"['33723', '40607', '31135', '5679', '16854']"
41527,"['37702', '376', '24838', '41242']"
41528,"['8918', '36689', '20818', '9207', '5008', '20141']"
41530,"['20187', '29323', '11984', '5639']"
41532,"['1050', '33087', '9337', '24010', '5342', '24026', '28368', '25274']"
41533,"['7944', '14334']"
41535,"['25264', '22781', '14176', '17010', '30661', '5728', '38202']"
41536,"['24889', '16327']"
41537,"['39531', '15128', '8043', '11476', '9367']"
41538,['8597']
41540,['12171']
41541,"['33500', '24968', '27627', '27894', '36069', '31300']"
41542,"['35629', '21684', '2983', '25969']"
41543,"['13848', '269', '32893', '26131', '15633']"
41544,"['15657', '1456', '4563', '29509', '6119', '14044', '17492']"
41545,"['201', '17344', '19866', '40087', '32903']"
41547,['24414']
41548,"['6553', '30878', '6089', '13939', '10498']"
41549,"['16643', '17820', '30201']"
41551,"['17001', '23598', '30678', '25621', '21839', '942', '8896']"
41552,['27118']
41554,"['41190', '27892', '34055', '15671', '27523']"
41555,"['3938', '30136', '2423', '25524', '28249', '38180']"
41556,"['31905', '35732', '40722', '2602', '39615', '9686']"
41558,"['18507', '21081']"
41559,"['32055', '22306']"
41560,"['29049', '9831']"
41561,"['8520', '14984']"
41562,"['17840', '11921', '12633', '20969', '28661']"
41563,['5954']
41564,"['40089', '88', '12578', '4880', '20298', '359', '41421']"
41566,['3932']
41567,['30042']
41568,"['26114', '25855', '34590', '28644', '6177', '33678']"
41570,['4933']
41571,"['27392', '22115', '28266']"
41572,"['27205', '12939', '23842', '29005', '41460', '30510', '12054', '23712', '33639', '24996']"
41573,"['15212', '37157', '13502', '31364', '36945']"
41574,"['22910', '11982', '6536', '31086']"
41576,"['28133', '14446', '2489']"
41577,"['8106', '33718']"
41578,"['31739', '28216', '40484', '16422', '24964', '26710', '39258', '16337']"
41580,"['27779', '5696']"
41581,"['18350', '19844', '21833', '16087', '11999']"
41582,"['33785', '32361', '27269', '12136', '16787', '16011', '6273']"
41583,"['33460', '39519']"
41584,"['3349', '36113', '11683', '14734']"
41585,"['197', '12950', '32001', '32799', '16479', '7408']"
41586,"['36382', '4844', '18473', '37187', '23573', '2364', '16320']"
41588,"['34789', '15400', '21645', '36854']"
41589,"['27945', '27438', '3263', '28253', '6474', '8973', '8820', '20285']"
41590,"['32218', '19472', '22504', '39436', '6316', '6977', '9627']"
41591,"['26653', '1888']"
41592,"['24034', '19969']"
41593,"['28101', '19513']"
41594,"['1506', '24797']"
41595,"['16058', '11631']"
41596,"['3819', '25303', '3330']"
41598,"['35073', '14579', '38547', '14530', '36731', '4465', '9420', '423', '1049', '26118']"
41599,"['39002', '18817', '30861', '37849', '20650']"
41600,"['40774', '19669', '11833']"
41601,"['19403', '8376', '12064', '4852', '26756']"
41602,['38044']
41603,"['21975', '7540', '9277', '33604']"
41604,"['14593', '30885', '34037']"
41605,"['37881', '39715', '25882']"
41606,"['8072', '17607', '37404', '29002']"
41607,"['2003', '9449']"
41608,"['40472', '8663', '9137']"
41610,"['5786', '35986', '36593', '1994', '5882', '26943', '5016', '22262', '40282']"
41611,"['12565', '33129', '8397', '34965', '35150']"
41612,"['19113', '14656', '24201', '18680']"
41613,"['10092', '9867', '11090', '25094', '32058', '20587', '1645', '34115', '34293']"
41616,['18218']
41617,"['20976', '41603', '24304', '13253', '15679', '39551']"
41619,"['31035', '28442', '26703', '8471', '4680', '20238']"
41620,['5725']
41621,"['23524', '38486', '7627', '35794']"
41622,"['10526', '21886', '17720', '14366', '26207', '13635']"
41623,"['10688', '10250', '35617', '16121']"
41624,"['12921', '18313', '32312', '14207', '17141', '8961', '5989']"
41625,"['9076', '6787', '35539', '25580', '36763']"
41626,"['1552', '37729', '32199', '32905', '23813', '4675', '41377']"
41628,"['33749', '27215']"
41630,"['27950', '8237']"
41631,['3024']
41632,['36768']
41633,"['19862', '3805']"
41634,"['8973', '30203', '3263']"
41635,"['11878', '40087', '2706', '39343', '8869', '1981']"
41636,"['28685', '19708', '29088']"
41640,"['25566', '6364', '18532']"
41641,"['15952', '39626', '38359', '6900', '24391', '130', '40417', '15279']"
41643,"['41230', '14985']"
41644,"['9801', '27977', '13938', '15036']"
41645,"['10654', '13467', '19236']"
41647,"['18477', '2748', '26080', '18392']"
41648,['31785']
41649,"['15094', '18899', '41384', '16386']"
41650,"['30854', '17001', '647', '23517']"
41651,"['13567', '3459', '36505', '4673']"
41653,"['21728', '26833', '6629', '22215']"
41654,"['41354', '31318', '7240', '21716', '4765', '8000', '31228']"
41655,"['10526', '17720', '21886', '11346', '26207', '29264']"
41657,['36509']
41658,"['38990', '21076', '2125', '36397', '25942', '954', '5863']"
41659,"['17931', '31821', '14783']"
41660,['26245']
41661,"['15446', '10608', '8449', '7375', '23601', '24859']"
41662,['18168']
41663,"['24445', '36924', '16204', '1062', '23219', '28273']"
41664,['28046']
41665,"['25502', '26011', '32518', '32718', '24306', '36157']"
41666,"['2386', '21153', '8989', '25239', '22487', '11322']"
41667,['6648']
41668,['9216']
41669,"['20741', '19208', '29694', '11023', '39745', '23281', '30300', '28308']"
41670,"['26130', '18396', '27814']"
41673,"['28028', '18333']"
41674,['11795']
41675,"['35352', '24130', '39262']"
41676,"['17430', '7176', '12544', '12341']"
41678,"['13760', '14178', '16820']"
41679,"['9502', '26890', '16986', '41477', '29549', '16245', '1551', '17176']"
41680,"['41422', '40465', '40191', '13985']"
41681,"['3866', '6809', '12699', '9892', '472', '30487', '33545']"
41682,"['12241', '10914', '23375']"
41683,['36833']
41685,"['5542', '10127', '1725', '29334']"
41686,"['10098', '18824', '40417', '1779', '1446', '10776']"
41687,['3476']
41688,"['41576', '20662', '25995']"
41689,"['17082', '20694', '22312', '20517']"
41690,"['18526', '11213', '330']"
41691,['10557']
41692,"['20453', '13507']"
41693,"['32568', '35577', '13616', '1202', '16288']"
41694,"['35703', '2339', '9178']"
41695,"['28251', '22077', '23342']"
41696,"['22377', '11550', '28659']"
41697,"['41025', '36428']"
41698,"['16859', '20169', '40809', '8923']"
41699,"['12944', '17432', '38411', '5475', '23752', '29701', '11865', '21006']"
41700,"['36631', '9413']"
41701,['41424']
41702,"['17277', '17956', '2666', '38443', '7471', '11368']"
41703,"['25571', '24210', '1746', '1107', '145']"
41704,"['36327', '29510', '38607', '20926']"
41707,"['32977', '3952']"
41708,"['20897', '29029', '10779', '16360', '18038']"
41711,"['29619', '32918', '21955', '35036', '36624']"
41712,"['18293', '20876', '18394', '660', '11971', '16683', '41659']"
41713,['3021']
41715,"['12897', '17945', '4860', '7415', '29972', '37230', '13679']"
41716,"['26843', '40400', '25622', '16872', '24951', '39833', '2728']"
41717,"['19942', '22469']"
41718,"['4247', '12813', '27370', '35103', '28821', '27707', '40885']"
41719,"['8254', '40698', '31048', '4972', '38596']"
41720,"['18301', '25158', '3427', '27047', '22627']"
41721,"['29055', '21395', '18650', '4097', '14894']"
41722,"['10063', '14099', '19335', '1518', '22357', '32722']"
41723,"['34605', '39984']"
41724,"['19403', '27148', '15499', '34734']"
41726,"['25077', '10467', '31412']"
41728,"['4774', '40310', '684', '28139', '24803', '2152']"
41729,['26439']
41730,['32429']
41732,"['39622', '39536', '5819', '25257', '964', '11303', '39212']"
41733,"['15909', '40133', '20042', '5902', '32197', '19090', '27943', '11982']"
41734,"['38574', '24543']"
41735,"['16358', '37426', '24250', '32745', '638', '20021']"
41737,"['36167', '29607', '17249', '21181', '34230']"
41738,"['16465', '26325', '8174', '979', '32351', '29879']"
41739,"['8376', '12563', '21952', '26456', '5487']"
41740,"['29687', '36917', '21647', '2668']"
41741,['35092']
41742,"['29563', '13054', '3084', '29521', '34699', '4027']"
41743,"['24197', '7727', '2329']"
41744,"['32240', '36917', '19409', '12383', '23035', '21429', '25971']"
41747,"['9641', '30489', '20924', '33533', '15964', '17283', '7147']"
41748,"['21403', '15171', '40298', '25312', '32618']"
41750,"['9315', '3135', '16297', '24799', '38944', '33196', '34133', '16251', '2231', '27022']"
41751,['6285']
41753,"['36902', '37864']"
41754,['24701']
41755,"['10722', '20297', '25852', '34452', '12942', '24086', '11547']"
41756,"['30772', '1179', '39639', '6916', '11329']"
41757,"['14697', '13895', '21985', '21707', '36890', '5665']"
41759,"['33101', '12082', '25253', '18011']"
41760,"['41626', '30666', '19781', '25234', '37122']"
41761,"['29255', '25260', '14102']"
41762,"['27231', '36428']"
41763,"['40520', '23951', '18479']"
41764,"['17970', '8542', '3507', '19046', '23270', '36073', '20057']"
41765,['38253']
41766,"['33524', '18554', '38215', '3712', '34983']"
41767,"['30102', '34668']"
41768,"['14209', '33123', '19158', '21867']"
41769,"['2643', '8786', '3929']"
41770,['2637']
41771,"['20878', '8353', '24933', '1045', '33621', '16089']"
41772,"['36383', '5754', '3260', '23949', '15684', '14431', '37228']"
41773,"['15602', '26181']"
41774,"['17994', '38509', '19024']"
41775,"['34369', '21808', '9691', '26801', '26059', '31860']"
41777,"['4747', '37151', '18187', '28007', '10021', '32396']"
41778,['10166']
41779,"['18742', '28934', '19650']"
41780,['11367']
41782,"['23672', '3872']"
41783,"['17941', '3566', '11781', '7177', '4819']"
41784,"['35600', '3825', '16875']"
41785,"['3255', '37128', '9699']"
41786,"['36654', '4428', '12135', '26458']"
41788,"['740', '7777']"
41789,['39290']
41791,['41062']
41792,"['2038', '40720', '8099']"
41793,"['14651', '13574', '30073', '15713', '5718']"
41794,"['20294', '13757']"
41795,"['28076', '6152', '19163', '4508', '16977']"
41796,"['12159', '17927', '31981', '23730']"
41797,"['9124', '17950', '11055', '9849']"
41798,"['1285', '3616']"
41799,"['20535', '14423', '38470', '41351', '13196']"
41801,"['3768', '8213', '22027', '9884']"
41802,"['2225', '34235']"
41803,['8347']
41804,"['39091', '3044']"
41805,"['39720', '13545', '34868', '16180', '4830', '39256', '32440', '24981', '39493']"
41806,['39812']
41807,"['19411', '5089', '5053', '26141', '24399', '17981']"
41808,"['18424', '12357', '21324', '3228', '6884']"
41809,['20370']
41810,"['2466', '9364', '4062', '146', '28610']"
41811,['5413']
41812,['386']
41813,['24485']
41815,"['23104', '39138', '560', '29329', '16172']"
41816,"['26456', '16617', '11675', '27912', '33063']"
41818,"['27444', '39517', '34113']"
41819,['33117']
41820,"['38789', '38917', '15939', '23268', '441', '34035', '25996']"
41821,"['40276', '16020']"
41822,"['14696', '34611', '23159', '5670', '11358', '29946', '3305']"
41823,"['20626', '2193', '40400', '32726']"
41824,['23219']
41825,"['16258', '31299', '17336', '33573', '10543']"
41827,"['40428', '5976', '31113', '6695', '29937', '20672', '29852']"
41828,"['20786', '13651', '23450', '29826', '7199', '11389', '21059']"
41829,"['2080', '10712', '32023', '19322', '14847', '36901']"
41831,['38068']
41832,"['11527', '6840']"
41833,"['6369', '312', '10190', '29436']"
41834,['28853']
41835,['1293']
41837,"['27449', '7743', '35245']"
41838,['11230']
41839,"['13962', '21399', '16109', '21615', '18719', '30727', '3099']"
41840,"['6048', '2465']"
41841,['7642']
41842,"['25740', '23962', '20946', '40157', '35465']"
41843,['21000']
41844,"['12574', '3509', '17009', '2669', '6269', '3782']"
41845,"['25167', '16565', '18333', '1137', '6375']"
41846,"['8252', '8907', '12600', '518', '4847', '29413', '35629']"
41847,['25384']
41848,"['5992', '20174', '14994', '30379', '22864', '25041']"
41849,"['32736', '19866', '16438', '35640', '19522']"
41851,"['14448', '24030', '35501', '37707', '9357', '24380', '35375', '37325', '31219']"
41853,"['18363', '28350', '18666', '7342']"
41854,"['21576', '28337']"
41855,"['574', '20618', '41347', '24381', '39068', '5543', '10642', '13959', '14343']"
41856,"['34227', '36438', '18784', '25669', '8991']"
41857,"['26642', '21324', '39058', '6501', '36789', '31656']"
41858,"['40541', '17788']"
41859,"['497', '5379', '28008', '34583', '1804', '15400', '40468']"
41860,['35613']
41861,"['34293', '27059', '30861', '22652', '228']"
41864,"['10075', '10014', '347', '33811']"
41866,"['14320', '2593', '16357']"
41870,"['25774', '13202', '9141', '28513']"
41871,"['10496', '9183', '8664', '2433']"
41872,"['35551', '1429', '33116', '24256']"
41873,['2191']
41874,"['21513', '24452', '13941', '27315', '14636', '11131']"
41875,"['30562', '24360', '29816', '15961']"
41876,"['7565', '7593', '16312', '23626']"
