community
"['55662', '35197']"
"['41602', '34065', '37753']"
"['31100', '22113', '3077']"
"['34817', '33914', '57542']"
"['9767', '8840', '48973']"
"['55415', '43915', '38649']"
"['26997', '6231', '57709']"
"['55249', '49371', '55249']"
"['39294', '1892', '32471']"
"['53445', '18224', '14897']"
"['9788', '414', '42824']"
"['46500', '40326', '2608']"
"['37406', '31436', '39633']"
"['50962', '8856', '52715']"
"['40137', '10061', '10061']"
"['24476', '18318', '24910']"
"['24180', '3521', '7099']"
"['20322', '14692', '9402']"
"['38847', '23644', '49968']"
"['24989', '17940', '24989']"
"['14602', '958', '14602']"
"['43770', '42904', '26011']"
"['24619', '19873', '24619']"
"['40058', '13524', '50155']"
"['33469', '7293', '35893']"
"['47461', '31864', '58013']"
"['44760', '7003', '7003']"
"['58163', '11608', '11608']"
"['31685', '19285', '2995']"
"['45564', '40296', '32546']"
"['23469', '13599', '55592']"
"['48407', '42004', '42004']"
"['27833', '15708', '12460']"
"['52528', '648', '648']"
"['35565', '22127', '37272']"
"['48506', '14686', '14602']"
"['14140', '2318', '15707']"
"['41178', '6906', '27628']"
"['23084', '12573', '35601']"
"['48661', '11258', '13274']"
"['52766', '15802', '7938']"
"['36642', '19254', '41868']"
"['34926', '27730', '2225']"
"['41846', '893', '16750']"
"['19117', '1224', '18490']"
"['56976', '27856', '40460']"
"['31690', '29586', '7018']"
"['51666', '39094', '8896']"
"['28445', '13318', '53567']"
"['53187', '1248', '43141']"
"['29427', '12815', '44088']"
"['34095', '3878', '27682']"
"['42079', '2023', '46665']"
"['44378', '21000', '44666']"
"['56501', '12196', '26678']"
"['35238', '31102', '30422']"
"['12133', '6130', '53562']"
"['50012', '14350', '22910']"
"['53703', '23572', '44572']"
"['48015', '29228', '24319']"
"['31464', '18324', '5014']"
"['29727', '4780', '41997']"
"['50878', '1820', '46457']"
"['44202', '42936', '44354']"
"['54381', '19120', '19120']"
"['45062', '25788', '25788']"
"['23334', '6984', '37463']"
"['27206', '15950', '8894']"
"['26588', '24054', '40180']"
"['58136', '26911', '42902']"
"['40020', '25566', '56512']"
"['48741', '15665', '23010']"
"['36472', '22489', '48164']"
"['54723', '43158', '25133']"
"['37134', '29162', '49690']"
"['55741', '41636', '49147']"
"['21782', '12440', '15166']"
"['42684', '8009', '5413']"
"['44762', '232', '5159']"
"['30790', '1850', '39115']"
"['55024', '18873', '31496']"
"['53298', '41702', '16325']"
"['46300', '34978', '58287']"
"['53390', '10310', '8732']"
"['39982', '38616', '52386']"
"['49903', '44709', '49619']"
"['57345', '21669', '49270']"
"['53197', '45577', '19218']"
"['45856', '5443', '23789']"
"['19064', '772', '53343']"
"['49865', '13503', '14176']"
"['40709', '16354', '7535']"
"['36577', '28093', '55619']"
"['15393', '8939', '12764']"
"['56340', '38362', '11931']"
"['40200', '35510', '52443']"
"['34417', '30806', '48651']"
"['55059', '24629', '30093']"
"['12551', '6637', '38513']"
"['39878', '13988', '11088']"
"['6455', '2856', '1557']"
"['24079', '1583', '17307']"
"['57417', '47965', '950']"
"['27111', '21945', '47000']"
"['41221', '23463', '16847']"
"['11370', '5504', '28726']"
"['18933', '16453', '25824']"
"['27471', '19330', '10079']"
"['55239', '29570', '49105']"
"['29765', '6241', '5678']"
"['33757', '14110', '45397']"
"['57208', '16029', '25453']"
"['54857', '31122', '41442']"
"['51534', '25764', '29365']"
"['39561', '35488', '24692']"
"['47179', '36845', '695']"
"['27724', '6622', '850']"
"['49260', '31789', '42931']"
"['5365', '3177', '38950']"
"['37277', '8376', '43200']"
"['53205', '31072', '42621']"
"['21184', '3379', '57756']"
"['37876', '31754', '50005']"
"['12431', '2538', '20390']"
"['54080', '2186', '15901']"
"['44573', '34298', '21001']"
"['45883', '21321', '29675']"
"['56183', '37977', '32598']"
"['40648', '24213', '20089']"
"['45264', '29687', '39370']"
"['42769', '6693', '42769']"
"['36778', '25905', '28366']"
"['56993', '20395', '22118']"
"['23879', '8894', '57496']"
"['42567', '31153', '46010']"
"['52962', '49544', '28118']"
"['49543', '1996', '58573']"
"['20594', '10711', '12775']"
"['39989', '35355', '43091']"
"['26989', '16391', '14343']"
"['30803', '6188', '55204']"
"['12212', '8669', '37009']"
"['35450', '31358', '15660']"
"['40466', '13289', '56327']"
"['20255', '1968', '54469']"
"['26493', '171', '15043']"
"['38894', '30075', '1328']"
"['50570', '583', '55138']"
"['54092', '12182', '26156']"
"['57347', '34489', '30994']"
"['48220', '8443', '17']"
"['50219', '547', '49257']"
"['44677', '11156', '46465']"
"['35840', '12246', '32594']"
"['45268', '27866', '33162']"
"['32079', '14570', '44389']"
"['27892', '9056', '45026']"
"['47410', '20987', '9978']"
"['26771', '5707', '10566']"
"['40470', '7062', '49715']"
"['37110', '29440', '37110']"
"['2876', '2082', '4938']"
"['42331', '19662', '20381']"
"['50177', '21869', '11432']"
"['58633', '27986', '21197']"
"['54654', '14149', '33062']"
"['30532', '23385', '30170']"
"['51661', '16747', '26671']"
"['32234', '24935', '41045']"
"['55236', '5747', '24897']"
"['48855', '802', '44844']"
"['55531', '36153', '6464']"
"['26495', '39', '2971']"
"['15967', '10272', '16477']"
"['46040', '39044', '5836']"
"['25744', '14165', '53490']"
"['57899', '53085', '55244']"
"['51830', '13369', '58026']"
"['55023', '15661', '17358']"
"['52322', '17826', '26183']"
"['41005', '10783', '17691']"
"['47602', '43194', '5866']"
"['47690', '8436', '18465']"
"['28886', '19798', '54065']"
"['55118', '39895', '45844']"
"['55023', '37499', '2681']"
"['55880', '30984', '57681']"
"['18591', '12418', '57277']"
"['50613', '4223', '30290']"
"['32121', '16301', '19063']"
"['39144', '32974', '25573']"
"['38855', '38122', '1694']"
"['50612', '49278', '30487']"
"['15832', '8754', '16462']"
"['43691', '36606', '4234']"
"['36415', '27212', '46437']"
"['41413', '35094', '29435']"
"['58097', '3896', '1787']"
"['57239', '5678', '39067']"
"['29733', '26070', '7971']"
"['22287', '22083', '33166']"
"['51847', '3838', '14039']"
"['48982', '15102', '15102']"
"['29931', '29104', '52867']"
"['23831', '8584', '23831']"
"['21182', '1246', '50805']"
"['56790', '54035', '15629']"
"['55356', '12767', '42810']"
"['41708', '32045', '16360']"
"['48420', '17696', '1018']"
"['34136', '18278', '39686']"
"['54954', '37318', '2168']"
"['32830', '24605', '31217']"
"['46852', '45427', '30850']"
"['35151', '10121', '44239']"
"['14153', '10395', '862']"
"['58221', '8639', '58221']"
"['40595', '29384', '44086']"
"['42268', '16592', '21372']"
"['44693', '39135', '16932']"
"['4801', '245', '44473']"
"['33885', '25401', '47318']"
"['38437', '4427', '52514']"
"['42433', '13622', '55668']"
"['31556', '14028', '30939']"
"['41278', '13479', '46402']"
"['26543', '17977', '50674']"
"['34027', '20834', '13959']"
"['52353', '19819', '54889']"
"['35465', '23517', '31655']"
"['55349', '4108', '37256']"
"['29391', '15658', '15305']"
"['28154', '16765', '31289']"
"['29347', '10927', '36522']"
"['53394', '43418', '53394']"
"['9133', '4730', '4730']"
"['30096', '25238', '24882']"
"['43340', '10154', '24458']"
"['33900', '20872', '24495']"
"['43841', '21846', '57487']"
"['37666', '26302', '19327']"
"['36089', '7900', '5564']"
"['7798', '845', '56675']"
"['38530', '17917', '843']"
"['58534', '43630', '15515']"
"['17339', '14259', '44475']"
"['39169', '9621', '39169']"
"['46283', '43575', '53002']"
"['33124', '16900', '57998']"
"['16986', '6848', '16986']"
"['49059', '24564', '57402']"
"['24805', '16650', '43245']"
"['55092', '30682', '41025']"
"['54996', '17877', '3159']"
"['35022', '10627', '56280']"
"['32460', '25574', '32460']"
"['51234', '35293', '35293']"
"['35296', '17901', '56866']"
"['56079', '30045', '15344']"
"['47982', '8777', '16181']"
"['54757', '48117', '5972']"
"['54389', '25327', '2314']"
"['52156', '41019', '48665']"
"['44354', '4217', '19384']"
"['23332', '16323', '3839']"
"['33337', '4442', '9856']"
"['33716', '4219', '15700']"
"['57237', '18198', '12965']"
"['41649', '7455', '26029']"
"['34556', '25611', '56011']"
"['28067', '14380', '45782']"
"['26602', '12035', '51722']"
"['27980', '9884', '51895']"
"['56046', '45946', '37444']"
"['13525', '3777', '27554']"
"['29113', '27621', '12671']"
"['42746', '38371', '15308']"
"['55531', '41573', '53389']"
"['37591', '14087', '21360']"
"['48795', '47413', '51894']"
"['22898', '9524', '30647']"
"['53131', '25307', '13546']"
"['36256', '19469', '8328']"
"['48492', '27513', '4412']"
"['47402', '30557', '25703']"
"['48337', '12089', '30620']"
"['6137', '3084', '6137']"
"['7295', '4902', '44682']"
"['47877', '41430', '47433']"
"['40152', '10556', '39231']"
"['4734', '3350', '56453']"
"['22748', '1540', '36340']"
"['57203', '27810', '10093']"
"['40191', '12303', '3452']"
"['18864', '16081', '45528']"
"['56075', '20073', '34475']"
"['47812', '41702', '28802']"
"['49425', '68', '49425']"
"['50818', '23716', '44662']"
"['40820', '12276', '20845']"
"['31430', '3750', '386']"
"['6803', '2153', '44781']"
"['20661', '19858', '36024']"
"['53267', '2599', '19061']"
"['50392', '44251', '38144']"
"['41004', '7385', '18030']"
"['43295', '13018', '4477']"
"['47833', '47308', '45636']"
"['49210', '1013', '49210']"
"['40858', '24904', '32694']"
"['45088', '24688', '45088']"
"['43931', '4756', '36252']"
"['33853', '30027', '1106']"
"['48838', '18592', '23174']"
"['33125', '7667', '17849']"
"['22766', '16787', '36064']"
"['36152', '24353', '47567']"
"['26885', '1370', '48095']"
"['46174', '1306', '24078']"
"['52356', '939', '12856']"
"['26556', '14127', '52074']"
"['54428', '39155', '27214']"
"['45216', '19586', '45216']"
"['14647', '4679', '44270']"
"['58032', '29086', '28370']"
"['52860', '32538', '23934']"
"['43724', '15850', '50264']"
"['48812', '45697', '29637']"
"['45554', '30325', '44460']"
"['54823', '33910', '14405']"
"['54493', '39390', '49923']"
"['7410', '4674', '17516']"
"['46476', '3922', '55473']"
"['17091', '8434', '17091']"
"['52594', '28611', '52594']"
"['40939', '10439', '57594']"
"['14285', '12883', '6201']"
"['51978', '2628', '23733']"
"['39926', '7348', '2233']"
"['17960', '3886', '4938']"
"['48075', '19908', '9154']"
"['39519', '33260', '42629']"
"['41239', '7080', '9556']"
"['53929', '31384', '14632']"
"['35877', '6375', '53104']"
"['25804', '22862', '6285']"
"['10317', '6758', '19304']"
"['56671', '43222', '50694']"
"['54327', '24166', '50989']"
"['8341', '6239', '40771']"
"['42987', '40533', '35591']"
"['41319', '24620', '14506']"
"['41346', '27057', '34818']"
"['46406', '17614', '3222']"
"['52147', '10992', '23372']"
"['23327', '20930', '41141']"
"['43214', '17877', '17877']"
"['35011', '23678', '50073']"
"['36106', '20504', '27652']"
"['58491', '21455', '6464']"
"['10225', '2217', '6901']"
"['5921', '1849', '51401']"
"['29200', '22099', '2504']"
"['25586', '15135', '52344']"
"['56155', '2180', '2180']"
"['36357', '12183', '29642']"
"['36559', '17586', '36823']"
"['51937', '43879', '47551']"
"['51215', '6691', '6691']"
"['54866', '30733', '34548']"
"['8455', '6030', '22224']"
"['53658', '32298', '19888']"
"['16259', '832', '9793']"
"['40503', '27440', '27440']"
"['37941', '26914', '39998']"
"['31833', '12816', '28187']"
"['45523', '16670', '6377']"
"['50979', '36361', '47100']"
"['28167', '10836', '7846']"
"['19879', '5687', '44065']"
"['26330', '1471', '28048']"
"['46178', '31110', '2234']"
"['41066', '28110', '33474']"
"['51852', '11001', '31148']"
"['45581', '26993', '51847']"
"['30961', '6717', '47446']"
"['29929', '11703', '14246']"
"['44531', '27748', '17673']"
"['21667', '8423', '21667']"
"['39374', '24336', '43757']"
"['47166', '19250', '47166']"
"['26971', '13172', '12199']"
"['57336', '8590', '53325']"
"['56572', '15151', '45673']"
"['40296', '23090', '41322']"
"['57496', '631', '15634']"
"['48848', '2867', '9871']"
"['42730', '12655', '14395']"
"['45898', '29125', '19249']"
"['25443', '392', '55212']"
"['7807', '228', '44686']"
"['54714', '34680', '33034']"
"['29747', '16924', '4503']"
"['35767', '32226', '58615']"
"['33329', '2249', '30801']"
"['37312', '34240', '54600']"
"['46456', '15649', '30706']"
"['44406', '8455', '47042']"
"['18169', '7804', '44218']"
"['38818', '32469', '18632']"
"['18125', '898', '898']"
"['53971', '44853', '44126']"
"['39583', '38066', '30727']"
"['49074', '21390', '25850']"
"['42651', '20469', '22439']"
"['39087', '5730', '53814']"
"['53606', '21718', '46178']"
"['42435', '17386', '16077']"
"['7552', '3189', '56819']"
"['39797', '17736', '29267']"
"['36609', '16390', '4907']"
"['12889', '7071', '5082']"
"['4552', '721', '13910']"
"['54932', '29952', '25502']"
"['48222', '14718', '49576']"
"['30669', '24067', '18457']"
"['46962', '36899', '45279']"
"['44259', '20230', '20230']"
"['55847', '5447', '25980']"
"['32073', '29846', '48098']"
"['43696', '18886', '42256']"
"['37099', '18464', '44551']"
"['23419', '21638', '57587']"
"['11447', '8486', '56151']"
"['57367', '26688', '17158']"
"['53439', '49224', '49746']"
"['41997', '17187', '36342']"
"['52406', '7606', '13438']"
"['29904', '20506', '3098']"
"['40793', '9718', '27830']"
"['54734', '52427', '18632']"
"['48220', '41126', '53829']"
"['37907', '37256', '45741']"
"['45317', '10956', '25383']"
"['45624', '38422', '41596']"
"['34417', '28344', '31663']"
"['58324', '42440', '53215']"
"['25497', '18927', '11973']"
"['53981', '33545', '25524']"
"['51932', '31018', '10827']"
"['39440', '34584', '34827']"
"['30698', '16834', '21321']"
"['33538', '32201', '33143']"
"['45612', '502', '23921']"
"['52249', '25362', '10404']"
"['35720', '20100', '29914']"
"['25294', '3940', '47567']"
"['55375', '3496', '13919']"
"['40653', '36984', '24721']"
"['37475', '27567', '18632']"
"['48588', '22209', '32953']"
"['27557', '20995', '24279']"
"['58347', '17331', '7025']"
"['55124', '49366', '52088']"
"['30822', '8471', '23515']"
"['57052', '5623', '17559']"
"['27459', '7866', '28918']"
"['57234', '46527', '46527']"
"['43221', '43160', '38898']"
"['52381', '18837', '36185']"
"['50007', '27066', '9450']"
"['55690', '16418', '11937']"
"['56159', '38882', '22379']"
"['52122', '47387', '1186']"
"['41760', '9284', '1056']"
"['35207', '33701', '10207']"
"['32454', '18592', '20222']"
"['41679', '11208', '45204']"
"['45294', '20158', '888']"
"['29044', '14201', '20398']"
"['40769', '36260', '927']"
"['51857', '23063', '1184']"
"['56645', '52197', '52197']"
"['26473', '20096', '6565']"
"['45978', '44689', '41523']"
"['48561', '27844', '46559']"
"['49665', '31982', '4504']"
"['8982', '1046', '45690']"
"['13612', '12264', '13612']"
"['55749', '48817', '41128']"
"['45407', '23196', '37527']"
"['25747', '18243', '32487']"
"['7086', '6167', '7086']"
"['45135', '33989', '50428']"
"['37681', '1088', '8458']"
"['19622', '17504', '41337']"
"['24263', '9322', '13915']"
"['46067', '10523', '50521']"
"['16781', '9336', '50296']"
"['39149', '18483', '49693']"
"['38767', '36961', '41001']"
"['31818', '10679', '46235']"
"['47109', '40865', '36092']"
"['55617', '44949', '45384']"
"['26833', '12323', '50712']"
"['21342', '8253', '21342']"
"['53183', '36677', '21839']"
"['44192', '19590', '53278']"
"['46016', '18476', '9977']"
"['33234', '14120', '44600']"
"['35997', '26863', '26863']"
"['32210', '8500', '32933']"
"['26992', '23433', '53840']"
"['44527', '38074', '15704']"
"['45850', '18719', '46032']"
"['50058', '27410', '51938']"
"['47618', '42385', '6607']"
"['47329', '33558', '33558']"
"['54443', '1005', '57635']"
"['43934', '988', '16060']"
"['56655', '15719', '2180']"
"['18651', '7459', '50259']"
"['51952', '23356', '39390']"
"['47930', '3949', '5348']"
"['46166', '3436', '6835']"
"['19420', '15545', '37919']"
"['44076', '36796', '48813']"
"['26626', '3556', '19383']"
"['40780', '36860', '17290']"
"['44606', '2522', '46380']"
"['53503', '46814', '46814']"
"['19442', '8951', '41719']"
"['44369', '34872', '52984']"
"['57843', '6467', '6467']"
"['54049', '43969', '48826']"
"['37937', '10206', '482']"
"['38828', '6061', '12563']"
"['36260', '17969', '5391']"
"['29277', '2018', '36798']"
"['48584', '48303', '49949']"
"['13847', '6696', '34223']"
"['8313', '5508', '15209']"
"['14455', '8738', '40448']"
"['22008', '12019', '38535']"
"['52565', '27173', '52565']"
"['55642', '12833', '25778']"
"['22779', '15053', '29137']"
"['31733', '2007', '2007']"
"['38359', '7143', '38359']"
"['21115', '13333', '35175']"
"['4424', '3782', '43196']"
"['35233', '2403', '6509']"
"['39438', '2973', '52232']"
"['50183', '5127', '5127']"
"['51402', '9488', '41510']"
"['49764', '29343', '2350']"
"['57488', '44541', '44541']"
"['57468', '49315', '32510']"
"['31822', '9579', '38511']"
"['10469', '646', '63']"
"['12979', '724', '9596']"
"['51493', '46267', '9917']"
"['22821', '17449', '3714']"
"['45781', '35968', '27093']"
"['47664', '8050', '13684']"
"['49055', '23955', '14240']"
"['26925', '24427', '836']"
"['13432', '10507', '29210']"
"['27434', '16821', '53174']"
"['28721', '5339', '21619']"
"['50989', '24166', '24166']"
"['49965', '4263', '49965']"
"['40408', '12885', '23261']"
"['48721', '48037', '15851']"
"['48493', '7606', '7606']"
"['10594', '3712', '9736']"
"['53042', '7088', '49292']"
"['52200', '25327', '52200']"
"['25467', '24965', '14281']"
"['52448', '20263', '7211']"
"['20259', '4816', '52450']"
"['53868', '33271', '28905']"
"['46987', '35975', '24775']"
"['33601', '8044', '20830']"
"['51101', '18819', '17876']"
"['45301', '6797', '6797']"
"['27701', '4036', '20407']"
"['53022', '52990', '29054']"
"['31694', '20824', '53302']"
"['12120', '7925', '56993']"
"['55226', '12494', '31098']"
"['45085', '34334', '41102']"
"['53211', '47541', '22230']"
"['53587', '30038', '30038']"
"['48487', '22673', '27537']"
"['42122', '10031', '42122']"
"['58444', '16252', '17027']"
"['55596', '19473', '19440']"
"['49181', '34872', '25257']"
"['18977', '1431', '5998']"
"['25778', '18470', '6043']"
"['26622', '16562', '16023']"
"['32567', '23090', '40296']"
"['46463', '34565', '1369']"
"['45346', '29262', '35355']"
"['16032', '13173', '16032']"
"['37749', '3658', '54660']"
"['57576', '51717', '50132']"
"['20846', '5574', '31171']"
"['12399', '4830', '4652']"
"['40077', '35551', '24605']"
"['5493', '141', '1339']"
"['47667', '9937', '10816']"
"['56642', '23842', '44185']"
"['57310', '7260', '50200']"
"['57170', '17867', '9627']"
"['48187', '11816', '19066']"
"['22472', '5213', '39126']"
"['57824', '24093', '57297']"
"['42090', '21271', '52450']"
"['48773', '31212', '8193']"
"['29294', '28207', '43734']"
"['48799', '36248', '31161']"
"['48037', '15851', '21528']"
"['32022', '12273', '1201']"
"['56401', '6319', '11766']"
"['21652', '1363', '33523']"
"['20341', '7430', '24843']"
"['6957', '4816', '4764']"
"['40901', '39990', '17079']"
"['52608', '12892', '13327']"
"['18308', '1718', '37878']"
"['57454', '45973', '23408']"
"['23904', '12142', '38855']"
"['45398', '6583', '42901']"
"['31673', '19001', '18124']"
"['49812', '13068', '14246']"
"['32633', '29559', '45904']"
"['57466', '19361', '51890']"
"['29136', '9885', '8956']"
"['51766', '44950', '195']"
"['27201', '10866', '24630']"
"['31478', '751', '12664']"
"['37365', '35832', '3824']"
"['38391', '33547', '4400']"
"['36355', '21060', '28307']"
"['10472', '3002', '3806']"
"['43068', '25185', '23713']"
"['34239', '16032', '19537']"
"['50301', '7435', '13015']"
"['39402', '32939', '36370']"
"['31565', '4073', '46925']"
"['25409', '3196', '42641']"
"['43482', '38815', '38491']"
"['33723', '23841', '55591']"
"['54273', '17567', '5419']"
"['50799', '46049', '50429']"
"['18367', '12463', '22762']"
"['55723', '54635', '55723']"
"['34330', '24474', '4271']"
"['19431', '11555', '19431']"
"['41183', '27911', '2584']"
"['32227', '30278', '30278']"
"['44027', '17345', '35710']"
"['42782', '36596', '24542']"
"['42745', '10219', '38352']"
"['56023', '53098', '52826']"
"['56137', '29327', '56319']"
"['28891', '13976', '49827']"
"['56548', '50942', '53561']"
"['39197', '11932', '3547']"
"['18853', '8065', '8065']"
"['33116', '15486', '33116']"
"['53526', '8372', '5014']"
"['57882', '48597', '18105']"
"['52378', '21455', '3046']"
"['46092', '38059', '49796']"
"['36712', '25749', '35232']"
"['16371', '10130', '49895']"
"['33911', '9251', '53714']"
"['40353', '13826', '36086']"
"['51732', '47002', '39378']"
"['35414', '10038', '35414']"
"['44397', '21366', '2831']"
"['27889', '12438', '21267']"
"['26333', '7025', '6274']"
"['39907', '34061', '34061']"
"['51050', '10499', '4028']"
"['54638', '22606', '30192']"
"['56260', '49518', '54079']"
"['21053', '3255', '4332']"
"['29537', '25781', '33084']"
"['33621', '26649', '33621']"
"['25481', '12186', '6840']"
"['40322', '31847', '39499']"
"['41022', '26671', '51302']"
"['26995', '11377', '41757']"
"['39748', '39467', '11526']"
"['44175', '17527', '3101']"
"['37321', '26790', '37321']"
"['46968', '15535', '44571']"
"['47548', '4902', '22678']"
"['47184', '27284', '27292']"
"['38882', '2891', '22854']"
"['21863', '4191', '21863']"
"['28940', '23079', '37092']"
"['55152', '29919', '23064']"
"['18507', '16067', '28955']"
"['25932', '682', '38046']"
"['57483', '9438', '28327']"
"['45354', '3840', '2611']"
"['57084', '12091', '11741']"
"['43018', '6606', '6817']"
"['6151', '2189', '20130']"
"['36271', '12593', '7757']"
"['24172', '20802', '51304']"
"['18114', '15411', '23439']"
"['52465', '11655', '14944']"
"['46674', '6527', '55711']"
"['49297', '16428', '44409']"
"['22599', '8752', '55694']"
"['42898', '23409', '10248']"
"['47061', '7283', '24443']"
"['54707', '38834', '44031']"
"['31080', '26465', '44655']"
"['26415', '12443', '10391']"
"['49415', '41770', '9981']"
"['19637', '10715', '50403']"
"['52821', '230', '41623']"
"['52239', '27190', '12287']"
"['27996', '27168', '49811']"
"['52821', '25902', '5734']"
"['54898', '49555', '5538']"
"['44083', '12077', '41128']"
"['14949', '6280', '5593']"
"['55289', '41669', '15484']"
"['30806', '22293', '19363']"
"['39869', '17770', '21395']"
"['43234', '16077', '14517']"
"['50092', '30484', '40898']"
"['9672', '2327', '17716']"
"['40731', '2299', '45754']"
"['41649', '14101', '11829']"
"['15564', '840', '50000']"
"['56775', '12880', '48632']"
"['36453', '23758', '42422']"
"['22441', '17813', '11880']"
"['25347', '1921', '10584']"
"['51289', '44260', '36216']"
"['30446', '5104', '34533']"
"['49367', '28129', '6401']"
"['48730', '35378', '48730']"
"['37699', '22992', '10248']"
"['2420', '1940', '43824']"
"['55664', '36759', '51201']"
"['36132', '15695', '54660']"
"['35332', '19764', '52553']"
"['39917', '24759', '27525']"
"['53389', '41954', '467']"
"['52878', '23922', '11272']"
"['42771', '22464', '8879']"
"['37083', '2643', '15959']"
"['38926', '23076', '23117']"
"['51486', '47940', '53129']"
"['37383', '34368', '5187']"
"['31564', '8181', '8181']"
"['43357', '17423', '43357']"
"['11113', '4550', '61']"
"['54057', '483', '54057']"
"['30645', '1749', '40453']"
"['46775', '4628', '22297']"
"['52226', '35613', '6010']"
"['31906', '10157', '38957']"
"['47840', '7999', '50421']"
"['44041', '22602', '52467']"
"['43693', '22621', '54681']"
"['50349', '46437', '35373']"
"['45890', '31384', '3606']"
"['35595', '27305', '39869']"
"['53759', '33407', '5534']"
"['49976', '42527', '25750']"
"['45563', '26558', '7076']"
"['50391', '7643', '28132']"
"['13702', '6016', '35544']"
"['45905', '8443', '56755']"
"['53483', '25513', '25513']"
"['32302', '24592', '19652']"
"['18843', '2432', '3383']"
"['43112', '30879', '56325']"
"['33281', '17255', '23158']"
"['24154', '22616', '16987']"
"['29622', '11262', '31851']"
"['23556', '15681', '3537']"
"['53415', '34443', '45793']"
"['26746', '18613', '16558']"
"['48838', '142', '53956']"
"['55453', '43872', '37719']"
"['44567', '23949', '31622']"
"['52406', '2338', '3972']"
"['40192', '14463', '58030']"
"['32007', '2215', '20736']"
"['35497', '19222', '22410']"
"['39831', '1974', '50492']"
"['32714', '25687', '10075']"
"['41350', '32751', '14938']"
"['55256', '4538', '46695']"
"['49101', '730', '3736']"
"['25501', '22331', '14684']"
"['34808', '27023', '42477']"
"['40100', '36959', '52285']"
"['45996', '23979', '43613']"
"['50753', '20107', '10093']"
"['55633', '41982', '13974']"
"['33546', '32169', '49270']"
"['46555', '41220', '32477']"
"['52637', '23676', '22660']"
"['47958', '22555', '30981']"
"['50839', '36968', '44668']"
"['37347', '16066', '13866']"
"['40654', '17891', '10020']"
"['41387', '9653', '36432']"
"['50088', '37648', '41414']"
"['24274', '11708', '50196']"
"['57609', '27018', '836']"
"['48804', '36636', '48037']"
"['50789', '9948', '44015']"
"['49137', '16108', '9878']"
"['22328', '14989', '15359']"
"['44688', '13437', '40568']"
"['19461', '18526', '25711']"
"['47130', '39387', '12611']"
"['12985', '6263', '6263']"
"['40656', '5873', '19316']"
"['14976', '1334', '15398']"
"['31450', '24427', '4672']"
"['48815', '17816', '1255']"
"['58065', '30229', '53268']"
"['51601', '20376', '8088']"
"['37436', '36398', '20628']"
"['30012', '5779', '18366']"
"['34194', '8604', '49793']"
"['26461', '1013', '58429']"
"['34033', '23181', '6987']"
"['39497', '9543', '42268']"
"['27401', '6419', '33180']"
"['37107', '1234', '44936']"
"['28133', '21021', '8701']"
"['37426', '36603', '10091']"
"['10643', '4807', '16858']"
"['40728', '38953', '17799']"
"['50833', '17301', '17301']"
"['36895', '9172', '42950']"
"['35614', '1285', '35614']"
"['19144', '3503', '9823']"
"['39779', '26508', '28013']"
"['36765', '20085', '9970']"
"['36801', '2883', '37868']"
"['51569', '31149', '44031']"
"['21481', '48', '8266']"
"['38352', '8968', '32753']"
"['43743', '610', '49824']"
"['38280', '10449', '23352']"
"['58118', '15109', '8376']"
"['49978', '7082', '6513']"
"['29765', '5678', '56447']"
"['45783', '12578', '25249']"
"['58499', '360', '26358']"
"['6284', '2402', '26535']"
"['25153', '13885', '49518']"
"['28425', '798', '49258']"
"['57828', '40106', '23847']"
"['41480', '37246', '28060']"
"['30204', '22769', '40583']"
"['29562', '23310', '22398']"
"['22890', '13729', '16065']"
"['36824', '2175', '2712']"
"['19108', '9512', '33483']"
"['33993', '23369', '11094']"
"['31245', '24486', '39457']"
"['44418', '16533', '14637']"
"['36105', '14561', '53055']"
"['3664', '683', '55426']"
"['55382', '31113', '50282']"
"['27848', '19340', '30361']"
"['28468', '1505', '31196']"
"['45577', '19218', '26752']"
"['35648', '32245', '58451']"
"['52717', '6598', '2881']"
"['48789', '5449', '32686']"
"['56403', '54353', '25359']"
"['44909', '29159', '2842']"
"['46820', '32840', '51143']"
"['52178', '38452', '49396']"
"['38098', '23083', '7280']"
"['33601', '9233', '5737']"
"['43632', '14802', '53796']"
"['52328', '25463', '24363']"
"['52934', '49168', '49168']"
"['30328', '14061', '48169']"
"['54707', '2831', '38834']"
"['38506', '5950', '29214']"
"['28027', '7559', '22075']"
"['53425', '19642', '3466']"
"['45576', '36997', '48309']"
"['44980', '27707', '24897']"
"['55046', '5985', '55046']"
"['51643', '2365', '24649']"
"['19291', '9838', '37966']"
"['43641', '15702', '43641']"
"['36801', '14196', '39219']"
"['42954', '27276', '19346']"
"['32429', '4718', '39372']"
"['37655', '20625', '49512']"
"['49939', '9579', '31822']"
"['56593', '25702', '36522']"
"['55744', '54629', '54629']"
"['55382', '54672', '15525']"
"['26421', '5400', '52450']"
"['29804', '4329', '24507']"
"['16307', '7855', '2283']"
"['55549', '13702', '49148']"
"['55015', '42248', '45978']"
"['58189', '57518', '28185']"
"['42109', '20130', '20130']"
"['47450', '14347', '14347']"
"['19818', '8090', '24128']"
"['36767', '26392', '26392']"
"['26740', '5112', '53684']"
"['55540', '7355', '14032']"
"['49977', '44260', '22516']"
"['57558', '54525', '54525']"
"['39333', '38969', '53407']"
"['15534', '5798', '5798']"
"['20512', '3015', '52511']"
"['26341', '20489', '20307']"
"['53711', '41422', '23436']"
"['47683', '29912', '10737']"
